IP Address,Hour of Day,Event Label,Total Events,Pageviews,Sessions,Session Duration
73.11.8.10,2021092612,prescription-medicine,1,5,1,0:23:11
73.11.8.10,2021092612,sex-period.png,3,7,2,0:24:43
73.11.8.10,2021092612,supplement,1,5,1,0:23:11
73.11.8.10,2021092612,treatmentsButton,8,7,2,0:24:43
73.11.8.10,2021092612,try-on-your-own,1,5,1,0:23:11
73.11.8.10,2021092613,common-hot-flashes.png,2,12,1,0:49:40
73.11.8.10,2021092613,mind-body,1,12,1,0:49:40
73.11.8.10,2021092613,ok-for-breast-cancer,2,12,1,0:49:40
73.11.8.10,2021092613,only-treatments-known-to-work,4,12,1,0:49:40
73.11.8.10,2021092613,other-aches-pains.png,1,12,1,0:49:40
73.11.8.10,2021092613,prescription-medicine,1,12,1,0:49:40
73.11.8.10,2021092613,professional-help,1,12,1,0:49:40
73.11.8.10,2021092613,sex-period.png,1,12,1,0:49:40
73.11.8.10,2021092613,supplement,1,12,1,0:49:40
73.11.8.10,2021092613,treatmentsButton,2,12,1,0:49:40
73.11.8.10,2021092613,try-on-your-own,1,12,1,0:49:40
73.11.8.10,2021092614,treatmentsButton,1,12,1,0:49:40
73.109.56.253,2021100911,common-depression.png,1,2,1,0:02:10
73.109.56.253,2021100911,common-hot-flashes.png,3,2,1,0:02:10
73.109.56.253,2021100911,common-insomnia.png,2,2,1,0:02:10
73.109.56.253,2021100911,dry-eyes2.png,1,2,1,0:02:10
73.109.56.253,2021100911,only-treatments-known-to-work,1,2,1,0:02:10
73.109.56.253,2021100911,other-bladder.png,1,2,1,0:02:10
73.109.56.253,2021100911,other-weight-gain.png,1,2,1,0:02:10
73.109.56.253,2021100911,treatmentsButton,2,2,1,0:02:10
73.108.31.82,2021101008,surgical-menopause-result,2,3,1,0:02:24
72.86.46.143,2021102305,common-hot-flashes.png,1,5,1,0:01:07
72.86.46.143,2021102305,common-insomnia.png,1,5,1,0:01:07
72.86.46.143,2021102305,weekly-hot-flash-diary.pdf,1,5,1,0:01:07
72.74.219.122,2021092707,common-insomnia.png,1,4,1,0:02:34
72.74.219.122,2021092707,dry-eyes2.png,1,4,1,0:02:34
72.74.219.122,2021092707,mind-body,1,4,1,0:02:34
72.74.219.122,2021092707,ok-for-breast-cancer,1,4,1,0:02:34
72.74.219.122,2021092707,only-treatments-known-to-work,1,4,1,0:02:34
72.74.219.122,2021092707,other-aches-pains.png,1,4,1,0:02:34
72.74.219.122,2021092707,other-brain-fog.png,2,4,1,0:02:34
72.74.219.122,2021092707,professional-help,1,4,1,0:02:34
72.74.219.122,2021092707,supplement,1,4,1,0:02:34
72.74.219.122,2021092707,treatmentsButton,2,4,1,0:02:34
72.26.4.168,2021093021,common-depression.png,1,2,1,0:00:55
72.26.4.168,2021093021,common-insomnia.png,1,2,1,0:00:55
72.26.4.168,2021093021,other-brain-fog.png,1,2,1,0:00:55
72.26.4.168,2021093021,other-dryness.png,1,2,1,0:00:55
72.26.4.168,2021093021,other-weight-gain.png,1,2,1,0:00:55
72.26.4.168,2021093021,sex-period.png,1,2,1,0:00:55
72.26.4.168,2021093021,treatmentsButton,1,2,1,0:00:55
72.230.71.244,2021100619,common-depression.png,1,5,1,0:04:06
72.230.71.244,2021100619,dry-eyes2.png,1,5,1,0:04:06
72.230.71.244,2021100619,mind-body,1,5,1,0:04:06
72.230.71.244,2021100619,only-treatments-known-to-work,1,5,1,0:04:06
72.230.71.244,2021100619,other-aches-pains.png,2,5,1,0:04:06
72.230.71.244,2021100619,other-bladder.png,2,5,1,0:04:06
72.230.71.244,2021100619,other-brain-fog.png,1,5,1,0:04:06
72.230.71.244,2021100619,other-dryness.png,1,5,1,0:04:06
72.230.71.244,2021100619,other-weight-gain.png,2,5,1,0:04:06
72.230.71.244,2021100619,sex-libido.png,2,5,1,0:04:06
72.230.71.244,2021100619,sex-period.png,1,5,1,0:04:06
72.230.71.244,2021100619,supplement,1,5,1,0:04:06
72.230.71.244,2021100619,treatmentsButton,2,5,1,0:04:06
72.230.71.244,2021100619,try-on-your-own,1,5,1,0:04:06
72.230.242.29,2021092507,common-depression.png,1,5,1,0:01:40
72.230.242.29,2021092507,common-insomnia.png,1,5,1,0:01:40
72.230.242.29,2021092507,other-brain-fog.png,1,5,1,0:01:40
72.230.242.29,2021092507,other-weight-gain.png,1,5,1,0:01:40
72.230.242.29,2021092507,sex-pain-sex.png,1,5,1,0:01:40
72.230.242.29,2021092507,sex-period.png,1,5,1,0:01:40
72.230.242.29,2021092507,treatmentsButton,1,5,1,0:01:40
72.227.130.60,2021101716,other-aches-pains.png,1,2,1,0:01:48
72.227.130.60,2021101716,other-dryness.png,1,2,1,0:01:48
72.227.130.60,2021101716,other-weight-gain.png,1,2,1,0:01:48
72.227.130.60,2021101716,sex-libido.png,1,2,1,0:01:48
72.227.130.60,2021101716,sex-pain-vagina.png,1,2,1,0:01:48
72.227.130.60,2021101716,supplement,1,2,1,0:01:48
72.227.130.60,2021101716,treatmentsButton,2,2,1,0:01:48
72.224.13.18,2021102315,early-menopause-transition-result,1,5,1,0:02:01
72.224.13.18,2021102315,uncertain-stage-result,2,5,1,0:02:01
72.220.69.176,2021100809,reproductive-years-result,1,3,1,0:02:10
72.202.206.47,2021101719,common-hot-flashes.png,2,13,1,0:15:36
72.202.206.47,2021101719,common-insomnia.png,3,13,1,0:15:36
72.202.206.47,2021101719,mind-body,1,13,1,0:15:36
72.202.206.47,2021101719,other-aches-pains.png,1,13,1,0:15:36
72.202.206.47,2021101719,other-brain-fog.png,1,13,1,0:15:36
72.202.206.47,2021101719,prescription-medicine,1,13,1,0:15:36
72.202.206.47,2021101719,professional-help,1,13,1,0:15:36
72.202.206.47,2021101719,supplement,1,13,1,0:15:36
72.202.206.47,2021101719,treatmentsButton,2,13,1,0:15:36
72.202.206.47,2021101719,try-on-your-own,1,13,1,0:15:36
72.196.151.16,2021100418,common-depression.png,5,11,1,0:06:14
72.196.151.16,2021100418,common-insomnia.png,1,11,1,0:06:14
72.196.151.16,2021100418,dry-eyes2.png,1,11,1,0:06:14
72.196.151.16,2021100418,mind-body,1,11,1,0:06:14
72.196.151.16,2021100418,ok-for-breast-cancer,2,11,1,0:06:14
72.196.151.16,2021100418,only-treatments-known-to-work,1,11,1,0:06:14
72.196.151.16,2021100418,other-aches-pains.png,1,11,1,0:06:14
72.196.151.16,2021100418,other-bladder.png,2,11,1,0:06:14
72.196.151.16,2021100418,other-brain-fog.png,3,11,1,0:06:14
72.196.151.16,2021100418,other-dryness.png,2,11,1,0:06:14
72.196.151.16,2021100418,other-weight-gain.png,3,11,1,0:06:14
72.196.151.16,2021100418,prescription-medicine,2,11,1,0:06:14
72.196.151.16,2021100418,professional-help,1,11,1,0:06:14
72.196.151.16,2021100418,supplement,2,11,1,0:06:14
72.196.151.16,2021100418,treatmentsButton,4,11,1,0:06:14
72.196.151.16,2021100418,try-on-your-own,1,11,1,0:06:14
72.193.21.23,2021101009,common-insomnia.png,1,5,1,0:12:35
72.188.247.175,2021100617,late-menopause-transition-result,2,14,1,0:13:32
72.188.247.175,2021100617,sex-period.png,1,14,1,0:13:32
71.91.163.56,2021102309,common-depression.png,6,6,1,0:24:34
71.91.163.56,2021102309,common-hot-flashes.png,4,6,1,0:24:34
71.91.163.56,2021102309,common-insomnia.png,4,6,1,0:24:34
71.91.163.56,2021102309,mind-body,4,6,1,0:24:34
71.91.163.56,2021102309,only-treatments-known-to-work,5,6,1,0:24:34
71.91.163.56,2021102309,other-aches-pains.png,1,6,1,0:24:34
71.91.163.56,2021102309,other-brain-fog.png,3,6,1,0:24:34
71.91.163.56,2021102309,other-dryness.png,2,6,1,0:24:34
71.91.163.56,2021102309,other-weight-gain.png,6,6,1,0:24:34
71.91.163.56,2021102309,prescription-medicine,2,6,1,0:24:34
71.91.163.56,2021102309,supplement,4,6,1,0:24:34
71.91.163.56,2021102309,treatmentsButton,25,6,1,0:24:34
71.91.163.56,2021102309,try-on-your-own,4,6,1,0:24:34
71.81.210.174,2021092612,common-depression.png,4,18,1,0:19:51
71.81.210.174,2021092612,common-hot-flashes.png,4,18,1,0:19:51
71.81.210.174,2021092612,common-insomnia.png,5,18,1,0:19:51
71.81.210.174,2021092612,only-treatments-known-to-work,3,18,1,0:19:51
71.81.210.174,2021092612,other-aches-pains.png,3,18,1,0:19:51
71.81.210.174,2021092612,other-bladder.png,4,18,1,0:19:51
71.81.210.174,2021092612,other-dryness.png,3,18,1,0:19:51
71.81.210.174,2021092612,other-weight-gain.png,1,18,1,0:19:51
71.81.210.174,2021092612,prescription-medicine,2,18,1,0:19:51
71.81.210.174,2021092612,professional-help,2,18,1,0:19:51
71.81.210.174,2021092612,sex-libido.png,3,18,1,0:19:51
71.81.210.174,2021092612,sex-pain-vagina.png,1,18,1,0:19:51
71.81.210.174,2021092612,sex-period.png,4,18,1,0:19:51
71.81.210.174,2021092612,supplement,3,18,1,0:19:51
71.81.210.174,2021092612,treatmentsButton,5,18,1,0:19:51
71.81.210.174,2021092612,try-on-your-own,2,18,1,0:19:51
71.81.210.174,2021092612,uncertain-stage-result,1,18,1,0:19:51
71.67.244.85,2021100210,uncertain-stage-result,1,2,1,0:00:51
71.49.142.72,2021100822,common-hot-flashes.png,4,5,1,0:05:40
71.49.142.72,2021100822,other-aches-pains.png,1,5,1,0:05:40
71.49.142.72,2021100822,other-dryness.png,1,5,1,0:05:40
71.49.142.72,2021100822,other-weight-gain.png,1,5,1,0:05:40
71.49.142.72,2021100822,prescription-medicine,3,5,1,0:05:40
71.49.142.72,2021100822,sex-libido.png,1,5,1,0:05:40
71.49.142.72,2021100822,sex-pain-sex.png,2,5,1,0:05:40
71.49.142.72,2021100822,treatmentsButton,1,5,1,0:05:40
71.45.41.119,2021101714,reproductive-years-result,1,8,1,0:23:11
71.255.32.18,2021093018,common-depression.png,1,6,1,0:05:26
71.255.32.18,2021093018,common-hot-flashes.png,3,6,1,0:05:26
71.255.32.18,2021093018,other-aches-pains.png,2,6,1,0:05:26
71.255.32.18,2021093018,other-brain-fog.png,1,6,1,0:05:26
71.255.32.18,2021093018,other-weight-gain.png,1,6,1,0:05:26
71.255.32.18,2021093018,reproductive-years-result,1,6,1,0:05:26
71.255.32.18,2021093018,sex-libido.png,1,6,1,0:05:26
71.255.32.18,2021093018,treatmentsButton,1,6,1,0:05:26
71.255.32.18,2021093018,try-on-your-own,1,6,1,0:05:26
71.240.196.40,2021093017,other-bladder.png,1,11,1,0:15:50
71.240.196.40,2021093017,other-brain-fog.png,1,11,1,0:15:50
71.240.196.40,2021093017,other-weight-gain.png,1,11,1,0:15:50
71.240.196.40,2021093017,sex-libido.png,1,11,1,0:15:50
71.240.196.40,2021093017,sex-pain-sex.png,1,11,1,0:15:50
71.240.196.40,2021093017,sex-period.png,1,11,1,0:15:50
71.240.196.40,2021093017,treatmentsButton,1,11,1,0:15:50
71.238.34.51,2021100221,common-depression.png,1,7,1,0:06:07
71.238.34.51,2021100221,common-hot-flashes.png,1,7,1,0:06:07
71.238.34.51,2021100221,ok-for-breast-cancer,1,7,1,0:06:07
71.238.34.51,2021100221,other-aches-pains.png,1,7,1,0:06:07
71.238.34.51,2021100221,other-brain-fog.png,1,7,1,0:06:07
71.238.34.51,2021100221,other-weight-gain.png,1,7,1,0:06:07
71.238.34.51,2021100221,reproductive-years-result,1,7,1,0:06:07
71.238.34.51,2021100221,sex-libido.png,1,7,1,0:06:07
71.238.34.51,2021100221,treatmentsButton,2,7,1,0:06:07
71.237.252.165,2021092609,common-depression.png,1,3,1,0:04:43
71.237.252.165,2021092609,common-hot-flashes.png,1,3,1,0:04:43
71.237.252.165,2021092609,only-treatments-known-to-work,1,3,1,0:04:43
71.237.252.165,2021092609,other-aches-pains.png,1,3,1,0:04:43
71.237.252.165,2021092609,other-bladder.png,1,3,1,0:04:43
71.237.252.165,2021092609,other-brain-fog.png,1,3,1,0:04:43
71.237.252.165,2021092609,other-weight-gain.png,1,3,1,0:04:43
71.237.252.165,2021092609,prescription-medicine,1,3,1,0:04:43
71.237.252.165,2021092609,professional-help,1,3,1,0:04:43
71.237.252.165,2021092609,supplement,1,3,1,0:04:43
71.237.252.165,2021092609,treatmentsButton,1,3,1,0:04:43
71.237.252.165,2021092609,try-on-your-own,1,3,1,0:04:43
71.237.252.165,2021092610,common-hot-flashes.png,2,3,1,0:04:43
71.237.252.165,2021092610,prescription-medicine,1,3,1,0:04:43
71.237.252.165,2021092610,treatmentsButton,1,3,1,0:04:43
71.229.200.144,2021101614,common-depression.png,1,3,1,0:03:16
71.229.200.144,2021101614,common-hot-flashes.png,1,3,1,0:03:16
71.229.200.144,2021101614,common-insomnia.png,1,3,1,0:03:16
71.229.200.144,2021101614,other-brain-fog.png,1,3,1,0:03:16
71.229.200.144,2021101614,other-dryness.png,1,3,1,0:03:16
71.229.200.144,2021101614,other-weight-gain.png,1,3,1,0:03:16
71.229.200.144,2021101614,sex-period.png,1,3,1,0:03:16
71.229.200.144,2021101614,supplement,1,3,1,0:03:16
71.229.200.144,2021101614,treatmentsButton,2,3,1,0:03:16
71.227.107.130,2021093018,common-depression.png,2,14,1,0:16:17
71.227.107.130,2021093018,common-hot-flashes.png,1,14,1,0:16:17
71.227.107.130,2021093018,common-insomnia.png,2,14,1,0:16:17
71.227.107.130,2021093018,other-aches-pains.png,1,14,1,0:16:17
71.227.107.130,2021093018,other-bladder.png,1,14,1,0:16:17
71.227.107.130,2021093018,other-brain-fog.png,1,14,1,0:16:17
71.227.107.130,2021093018,other-weight-gain.png,1,14,1,0:16:17
71.227.107.130,2021093018,prescription-medicine,1,14,1,0:16:17
71.227.107.130,2021093018,professional-help,1,14,1,0:16:17
71.227.107.130,2021093018,treatmentsButton,4,14,1,0:16:17
71.227.107.130,2021093018,try-on-your-own,1,14,1,0:16:17
71.223.238.5,2021092721,common-hot-flashes.png,2,6,1,0:08:44
71.223.238.5,2021092721,mind-body,1,6,1,0:08:44
71.223.238.5,2021092721,only-treatments-known-to-work,1,6,1,0:08:44
71.223.238.5,2021092721,other-weight-gain.png,1,6,1,0:08:44
71.223.238.5,2021092721,prescription-medicine,1,6,1,0:08:44
71.223.238.5,2021092721,sex-libido.png,2,6,1,0:08:44
71.223.238.5,2021092721,supplement,1,6,1,0:08:44
71.223.238.5,2021092721,treatmentsButton,3,6,1,0:08:44
71.223.238.5,2021092721,try-on-your-own,1,6,1,0:08:44
71.219.167.44,2021102411,common-hot-flashes.png,1,9,1,0:06:06
71.219.167.44,2021102411,weekly-hot-flash-diary.pdf,1,9,1,0:06:06
71.219.167.44,2021102412,common-depression.png,1,9,1,0:06:06
71.219.167.44,2021102412,common-insomnia.png,1,9,1,0:06:06
71.214.48.85,2021092609,common-depression.png,2,37,1,0:30:55
71.214.48.85,2021092609,common-hot-flashes.png,2,37,1,0:30:55
71.214.48.85,2021092609,dry-eyes2.png,2,37,1,0:30:55
71.214.48.85,2021092609,ok-for-breast-cancer,1,37,1,0:30:55
71.214.48.85,2021092609,other-brain-fog.png,2,37,1,0:30:55
71.214.48.85,2021092609,sex-libido.png,2,37,1,0:30:55
71.214.48.85,2021092609,sex-pain-sex.png,2,37,1,0:30:55
71.214.48.85,2021092609,sex-pain-vagina.png,2,37,1,0:30:55
71.214.48.85,2021092609,supplement,1,37,1,0:30:55
71.214.48.85,2021092609,treatmentsButton,3,37,1,0:30:55
71.214.48.85,2021092609,try-on-your-own,1,37,1,0:30:55
71.213.45.87,2021100114,common-depression.png,1,26,1,0:24:37
71.213.45.87,2021100114,common-insomnia.png,1,26,1,0:24:37
71.213.45.87,2021100114,mind-body,1,26,1,0:24:37
71.213.45.87,2021100114,other-aches-pains.png,1,26,1,0:24:37
71.213.45.87,2021100114,other-weight-gain.png,2,26,1,0:24:37
71.213.45.87,2021100114,reproductive-years-result,1,26,1,0:24:37
71.213.45.87,2021100114,sex-libido.png,1,26,1,0:24:37
71.213.45.87,2021100114,SUB-THRESHOLD INSOMNIA,1,26,1,0:24:37
71.213.45.87,2021100114,supplement,1,26,1,0:24:37
71.213.45.87,2021100114,treatmentsButton,8,26,1,0:24:37
71.213.45.87,2021100114,try-on-your-own,1,26,1,0:24:37
71.205.194.161,2021101807,common-depression.png,1,5,1,0:04:13
71.205.194.161,2021101807,common-hot-flashes.png,1,5,1,0:04:13
71.205.194.161,2021101807,common-insomnia.png,1,5,1,0:04:13
71.205.194.161,2021101807,other-weight-gain.png,1,5,1,0:04:13
71.205.194.161,2021101807,sex-pain-vagina.png,1,5,1,0:04:13
71.192.14.0,2021100213,common-hot-flashes.png,3,9,1,0:18:44
71.192.14.0,2021100213,other-aches-pains.png,1,9,1,0:18:44
71.192.14.0,2021100213,other-bladder.png,1,9,1,0:18:44
71.192.14.0,2021100213,other-brain-fog.png,1,9,1,0:18:44
71.192.14.0,2021100213,other-weight-gain.png,1,9,1,0:18:44
71.192.14.0,2021100213,sex-pain-sex.png,1,9,1,0:18:44
71.192.14.0,2021100213,supplement,1,9,1,0:18:44
71.192.14.0,2021100213,treatmentsButton,2,9,1,0:18:44
71.192.14.0,2021100213,try-on-your-own,1,9,1,0:18:44
71.192.14.0,2021100214,other-weight-gain.png,1,9,1,0:18:44
71.185.203.44,2021102117,dry-eyes2.png,1,4,1,0:01:20
71.182.170.133,2021093009,common-hot-flashes.png,2,17,1,0:14:30
71.182.170.133,2021093009,other-aches-pains.png,2,17,1,0:14:30
71.182.170.133,2021093009,other-brain-fog.png,1,17,1,0:14:30
71.182.170.133,2021093009,other-weight-gain.png,2,17,1,0:14:30
71.182.170.133,2021093009,prescription-medicine,1,17,1,0:14:30
71.182.170.133,2021093009,sex-libido.png,2,17,1,0:14:30
71.182.170.133,2021093009,sex-pain-vagina.png,1,17,1,0:14:30
71.182.170.133,2021093009,treatmentsButton,1,17,1,0:14:30
71.166.44.98,2021100714,other-weight-gain.png,1,3,1,0:00:54
71.129.32.129,2021092921,late-menopause-transition-result,1,11,1,0:08:04
71.129.32.129,2021092921,sex-period.png,1,11,1,0:08:04
70.94.78.192,2021093009,common-depression.png,1,6,1,0:10:32
70.94.78.192,2021093009,common-hot-flashes.png,1,6,1,0:10:32
70.94.78.192,2021093009,common-insomnia.png,1,6,1,0:10:32
70.94.78.192,2021093009,mind-body,1,6,1,0:10:32
70.94.78.192,2021093009,only-treatments-known-to-work,1,6,1,0:10:32
70.94.78.192,2021093009,other-aches-pains.png,1,6,1,0:10:32
70.94.78.192,2021093009,other-bladder.png,2,6,1,0:10:32
70.94.78.192,2021093009,other-weight-gain.png,1,6,1,0:10:32
70.94.78.192,2021093009,prescription-medicine,1,6,1,0:10:32
70.94.78.192,2021093009,reproductive-years-result,2,6,1,0:10:32
70.94.78.192,2021093009,supplement,3,6,1,0:10:32
70.94.78.192,2021093009,treatmentsButton,5,6,1,0:10:32
70.94.78.192,2021093009,try-on-your-own,1,6,1,0:10:32
70.94.244.118,2021093017,common-insomnia.png,1,15,1,0:18:09
70.94.244.118,2021093017,sex-period.png,1,15,1,0:18:09
70.35.188.49,2021093017,common-depression.png,1,2,1,0:02:10
70.35.188.49,2021093017,common-hot-flashes.png,1,2,1,0:02:10
70.35.188.49,2021093017,common-insomnia.png,2,2,1,0:02:10
70.35.188.49,2021093017,other-bladder.png,2,2,1,0:02:10
70.35.188.49,2021093017,other-weight-gain.png,2,2,1,0:02:10
70.35.188.49,2021093017,prescription-medicine,1,2,1,0:02:10
70.35.188.49,2021093017,sex-libido.png,1,2,1,0:02:10
70.35.188.49,2021093017,sex-pain-sex.png,1,2,1,0:02:10
70.35.188.49,2021093017,sex-period.png,1,2,1,0:02:10
70.35.188.49,2021093017,supplement,1,2,1,0:02:10
70.35.188.49,2021093017,treatmentsButton,3,2,1,0:02:10
70.35.188.49,2021093017,try-on-your-own,1,2,1,0:02:10
70.235.130.102,2021092920,common-hot-flashes.png,2,17,1,0:12:21
70.235.130.102,2021092920,other-brain-fog.png,1,17,1,0:12:21
70.235.130.102,2021092920,sex-libido.png,1,17,1,0:12:21
70.235.130.102,2021092920,weekly-hot-flash-diary.pdf,1,17,1,0:12:21
70.187.28.91,2021100207,common-hot-flashes.png,1,18,1,0:13:02
70.187.28.91,2021100207,other-aches-pains.png,1,18,1,0:13:02
70.187.28.91,2021100207,other-bladder.png,1,18,1,0:13:02
70.187.28.91,2021100207,other-weight-gain.png,1,18,1,0:13:02
70.187.28.91,2021100207,sex-period.png,1,18,1,0:13:02
70.187.28.91,2021100208,common-depression.png,1,18,1,0:13:02
70.187.28.91,2021100208,common-hot-flashes.png,1,18,1,0:13:02
70.187.28.91,2021100208,mind-body,1,18,1,0:13:02
70.187.28.91,2021100208,only-treatments-known-to-work,1,18,1,0:13:02
70.187.28.91,2021100208,other-aches-pains.png,1,18,1,0:13:02
70.187.28.91,2021100208,other-bladder.png,1,18,1,0:13:02
70.187.28.91,2021100208,other-weight-gain.png,1,18,1,0:13:02
70.187.28.91,2021100208,sex-period.png,1,18,1,0:13:02
70.187.28.91,2021100208,treatmentsButton,2,18,1,0:13:02
70.187.28.91,2021100208,try-on-your-own,1,18,1,0:13:02
70.18.238.174,2021100109,common-depression.png,1,14,1,0:04:21
70.18.238.174,2021100109,common-insomnia.png,1,14,1,0:04:21
70.18.238.174,2021100109,uncertain-stage-result,1,14,1,0:04:21
70.172.5.170,2021100921,common-depression.png,3,5,1,0:05:12
70.172.5.170,2021100921,common-hot-flashes.png,3,5,1,0:05:12
70.172.5.170,2021100921,common-insomnia.png,2,5,1,0:05:12
70.172.5.170,2021100921,dry-eyes2.png,2,5,1,0:05:12
70.172.5.170,2021100921,ok-for-breast-cancer,1,5,1,0:05:12
70.172.5.170,2021100921,only-treatments-known-to-work,1,5,1,0:05:12
70.172.5.170,2021100921,other-brain-fog.png,1,5,1,0:05:12
70.172.5.170,2021100921,other-weight-gain.png,1,5,1,0:05:12
70.172.5.170,2021100921,sex-libido.png,2,5,1,0:05:12
70.172.5.170,2021100921,sex-pain-sex.png,2,5,1,0:05:12
70.172.5.170,2021100921,sex-pain-vagina.png,2,5,1,0:05:12
70.172.5.170,2021100921,supplement,1,5,1,0:05:12
70.172.5.170,2021100921,treatmentsButton,2,5,1,0:05:12
70.172.5.170,2021100921,try-on-your-own,1,5,1,0:05:12
70.170.52.38,2021100209,common-depression.png,1,5,1,0:03:35
70.170.52.38,2021100209,common-hot-flashes.png,1,5,1,0:03:35
70.170.52.38,2021100209,common-insomnia.png,1,5,1,0:03:35
70.170.52.38,2021100209,mind-body,1,5,1,0:03:35
70.170.52.38,2021100209,only-treatments-known-to-work,1,5,1,0:03:35
70.170.52.38,2021100209,other-bladder.png,1,5,1,0:03:35
70.170.52.38,2021100209,other-brain-fog.png,3,5,1,0:03:35
70.170.52.38,2021100209,other-dryness.png,1,5,1,0:03:35
70.170.52.38,2021100209,sex-libido.png,2,5,1,0:03:35
70.170.52.38,2021100209,sex-period.png,1,5,1,0:03:35
70.170.52.38,2021100209,supplement,1,5,1,0:03:35
70.170.52.38,2021100209,treatmentsButton,2,5,1,0:03:35
70.170.52.38,2021100209,try-on-your-own,1,5,1,0:03:35
70.162.20.98,2021102413,common-depression.png,1,6,1,0:08:50
70.162.20.98,2021102413,common-hot-flashes.png,2,6,1,0:08:50
70.162.20.98,2021102413,common-insomnia.png,1,6,1,0:08:50
70.162.20.98,2021102413,mind-body,1,6,1,0:08:50
70.162.20.98,2021102413,other-aches-pains.png,2,6,1,0:08:50
70.162.20.98,2021102413,other-brain-fog.png,1,6,1,0:08:50
70.162.20.98,2021102413,other-weight-gain.png,1,6,1,0:08:50
70.162.20.98,2021102413,post-menopausal-result,1,6,1,0:08:50
70.162.20.98,2021102413,prescription-medicine,3,6,1,0:08:50
70.162.20.98,2021102413,professional-help,2,6,1,0:08:50
70.162.20.98,2021102413,sex-libido.png,1,6,1,0:08:50
70.162.20.98,2021102413,supplement,1,6,1,0:08:50
70.162.20.98,2021102413,treatmentsButton,3,6,1,0:08:50
70.162.176.142,2021100213,common-depression.png,5,38,1,0:49:04
70.162.176.142,2021100213,common-hot-flashes.png,4,38,1,0:49:04
70.162.176.142,2021100213,common-insomnia.png,6,38,1,0:49:04
70.162.176.142,2021100213,HIGH DEPRESSION SCORE,1,38,1,0:49:04
70.162.176.142,2021100213,late-menopause-transition-result,1,38,1,0:49:04
70.162.176.142,2021100213,only-treatments-known-to-work,5,38,1,0:49:04
70.162.176.142,2021100213,other-bladder.png,2,38,1,0:49:04
70.162.176.142,2021100213,other-brain-fog.png,3,38,1,0:49:04
70.162.176.142,2021100213,other-weight-gain.png,4,38,1,0:49:04
70.162.176.142,2021100213,prescription-medicine,4,38,1,0:49:04
70.162.176.142,2021100213,professional-help,2,38,1,0:49:04
70.162.176.142,2021100213,supplement,3,38,1,0:49:04
70.162.176.142,2021100213,treatmentsButton,10,38,1,0:49:04
70.162.176.142,2021100213,try-on-your-own,5,38,1,0:49:04
70.162.176.142,2021100213,your-daily-bladder-diary.pdf,1,38,1,0:49:04
69.88.40.153,2021093015,common-depression.png,1,4,1,0:06:12
69.88.40.153,2021093015,common-insomnia.png,1,4,1,0:06:12
69.88.40.153,2021093015,other-brain-fog.png,1,4,1,0:06:12
69.88.40.153,2021093015,other-dryness.png,1,4,1,0:06:12
69.88.40.153,2021093015,reproductive-years-result,1,4,1,0:06:12
69.88.40.153,2021093015,sex-libido.png,1,4,1,0:06:12
69.88.40.153,2021093015,treatmentsButton,10,4,1,0:06:12
69.68.68.154,2021101618,common-insomnia.png,1,6,1,0:01:12
69.26.12.100,2021102306,other-aches-pains.png,1,3,1,0:01:30
69.255.155.56,2021100316,uncertain-stage-result,1,2,1,0:01:43
69.244.221.2,2021100115,common-depression.png,1,2,1,0:01:18
69.244.221.2,2021100115,common-hot-flashes.png,1,2,1,0:01:18
69.244.221.2,2021100115,common-insomnia.png,1,2,1,0:01:18
69.244.221.2,2021100115,other-aches-pains.png,1,2,1,0:01:18
69.244.221.2,2021100115,other-weight-gain.png,1,2,1,0:01:18
69.244.221.2,2021100115,sex-pain-vagina.png,1,2,1,0:01:18
69.244.221.2,2021100115,supplement,1,2,1,0:01:18
69.244.221.2,2021100115,treatmentsButton,3,2,1,0:01:18
69.141.231.61,2021102019,common-depression.png,1,7,1,0:03:36
69.141.231.61,2021102019,common-hot-flashes.png,1,7,1,0:03:36
69.141.231.61,2021102019,other-bladder.png,1,7,1,0:03:36
69.140.84.145,2021093018,reproductive-years-result,1,3,1,0:01:49
69.140.116.95,2021092919,late-menopause-transition-result,1,8,1,0:07:52
69.140.116.95,2021092919,reproductive-years-result,4,8,1,0:07:52
69.14.171.213,2021093010,other-brain-fog.png,1,7,1,0:02:13
68.97.105.155,2021102111,common-hot-flashes.png,1,3,1,0:00:28
68.93.4.230,2021092608,common-depression.png,1,5,1,0:04:31
68.93.4.230,2021092608,common-hot-flashes.png,1,5,1,0:04:31
68.93.4.230,2021092608,mind-body,1,5,1,0:04:31
68.93.4.230,2021092608,only-treatments-known-to-work,1,5,1,0:04:31
68.93.4.230,2021092608,other-aches-pains.png,1,5,1,0:04:31
68.93.4.230,2021092608,other-weight-gain.png,1,5,1,0:04:31
68.93.4.230,2021092608,prescription-medicine,1,5,1,0:04:31
68.93.4.230,2021092608,sex-libido.png,1,5,1,0:04:31
68.93.4.230,2021092608,sex-period.png,1,5,1,0:04:31
68.93.4.230,2021092608,supplement,1,5,1,0:04:31
68.93.4.230,2021092608,treatmentsButton,3,5,1,0:04:31
68.93.4.230,2021092608,try-on-your-own,1,5,1,0:04:31
68.82.200.161,2021092607,common-insomnia.png,1,13,1,0:18:37
68.82.200.161,2021092607,dry-eyes2.png,1,13,1,0:18:37
68.82.200.161,2021092607,only-treatments-known-to-work,1,13,1,0:18:37
