Page,IP Address,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
/brain-fog-cognitive-issues/,71.240.196.40,1,1,0:00:54,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,71.240.196.40,1,1,0:01:11,0,0.00%,0.00%,$0.00 
/dealing-with-brain-fog/,71.240.196.40,1,1,0:00:30,0,0.00%,0.00%,$0.00 
/heavy-irregular-periods/,71.240.196.40,1,1,0:02:58,0,0.00%,0.00%,$0.00 
/our-team/,71.240.196.40,1,1,0:00:51,0,0.00%,0.00%,$0.00 
/pain-with-sex/,71.240.196.40,1,1,0:01:29,0,0.00%,0.00%,$0.00 
/questions-and-answers/,71.240.196.40,1,1,0:02:59,0,0.00%,0.00%,$0.00 
/staying-healthy-in-midlife/,71.240.196.40,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/symptoms-landing-page/,71.240.196.40,1,1,0:00:22,0,0.00%,0.00%,$0.00 
/womens-stories/,71.240.196.40,1,1,0:04:14,0,0.00%,0.00%,$0.00 
/,71.238.34.51,3,1,0:00:38,1,0.00%,33.33%,$0.00 
/am-i-in-menopause/,71.238.34.51,2,1,0:00:47,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,71.238.34.51,1,1,0:01:58,0,0.00%,0.00%,$0.00 
/what-if-i-have-breast-cancer/,71.238.34.51,1,1,0:01:18,0,0.00%,0.00%,$0.00 
/,71.237.252.165,1,1,0:01:56,1,0.00%,0.00%,$0.00 
/clonidine/,71.237.252.165,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,71.237.252.165,1,1,0:02:47,0,0.00%,0.00%,$0.00 
/,71.227.107.130,1,1,0:00:11,1,0.00%,0.00%,$0.00 
/about/,71.227.107.130,2,1,0:00:33,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,71.227.107.130,1,1,0:01:18,0,0.00%,0.00%,$0.00 
/hot-flashes/,71.227.107.130,1,1,0:01:24,0,0.00%,0.00%,$0.00 
/mood-depression-anxiety/,71.227.107.130,1,1,0:01:35,0,0.00%,0.00%,$0.00 
/questions-and-answers/,71.227.107.130,3,1,0:01:01,0,0.00%,33.33%,$0.00 
/sleep-problems-insomnia/,71.227.107.130,1,1,0:06:50,0,0.00%,0.00%,$0.00 
/symptoms-landing-page/,71.227.107.130,4,1,0:00:28,0,0.00%,0.00%,$0.00 
/,71.223.238.5,1,1,0:00:30,1,0.00%,0.00%,$0.00 
/create-my-menoplan/,71.223.238.5,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/hot-flashes/,71.223.238.5,1,1,0:01:16,0,0.00%,0.00%,$0.00 
/low-sex-drive/,71.223.238.5,1,1,0:05:19,0,0.00%,0.00%,$0.00 
/symptoms-landing-page/,71.223.238.5,2,1,0:00:18,0,0.00%,0.00%,$0.00 
/,71.214.48.85,2,1,0:00:48,1,0.00%,0.00%,$0.00 
/?s=Transgender,71.214.48.85,1,1,0:00:06,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,71.214.48.85,1,1,0:00:40,0,0.00%,0.00%,$0.00 
/cooling-techniques/,71.214.48.85,1,1,0:02:27,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,71.214.48.85,3,1,0:02:36,0,0.00%,0.00%,$0.00 
/dealing-with-bladder-control/,71.214.48.85,1,1,0:00:33,0,0.00%,0.00%,$0.00 
/dealing-with-brain-fog/,71.214.48.85,1,1,0:00:33,0,0.00%,0.00%,$0.00 
/dealing-with-physical-aches-pains/,71.214.48.85,2,1,0:00:22,0,0.00%,0.00%,$0.00 
/exercise/,71.214.48.85,1,1,0:00:13,0,0.00%,0.00%,$0.00 
/herbal-remedies-and-supplements/,71.214.48.85,1,1,0:02:23,0,0.00%,0.00%,$0.00 
/mood-depression-anxiety/,71.214.48.85,2,1,0:00:27,0,0.00%,0.00%,$0.00 
/paced-breathing/,71.214.48.85,1,1,0:00:35,0,0.00%,0.00%,$0.00 
/sleep-problems-insomnia/,71.214.48.85,2,1,0:01:00,0,0.00%,0.00%,$0.00 
/soy-foods-and-supplements/,71.214.48.85,1,1,0:01:05,0,0.00%,0.00%,$0.00 
/strategies-to-talk-with-your-doctor/,71.214.48.85,1,1,0:01:28,0,0.00%,0.00%,$0.00 
/treatments/,71.214.48.85,9,1,0:00:11,0,0.00%,0.00%,$0.00 
/vaginal-dilators/,71.214.48.85,1,1,0:01:50,0,0.00%,0.00%,$0.00 
/vaginal-lubricants-and-moisturizers/,71.214.48.85,1,1,0:01:03,0,0.00%,0.00%,$0.00 
/vitamins/,71.214.48.85,1,1,0:00:15,0,0.00%,0.00%,$0.00 
/what-if-i-have-breast-cancer/,71.214.48.85,1,1,0:02:09,0,0.00%,0.00%,$0.00 
/what-if-im-transgender-or-nonbinary/,71.214.48.85,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/womens-stories/,71.214.48.85,2,1,0:00:26,0,0.00%,0.00%,$0.00 
/,71.213.45.87,2,1,0:00:19,1,0.00%,0.00%,$0.00 
/am-i-in-menopause/,71.213.45.87,2,1,0:00:44,0,0.00%,0.00%,$0.00 
/bladder-control-problems/,71.213.45.87,2,1,0:00:26,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,71.213.45.87,1,1,0:08:16,0,0.00%,0.00%,$0.00 
/low-sex-drive/,71.213.45.87,2,1,0:00:32,0,0.00%,0.00%,$0.00 
/mood-depression-anxiety/,71.213.45.87,2,1,0:00:05,0,0.00%,0.00%,$0.00 
/our-story/,71.213.45.87,1,1,0:00:17,0,0.00%,0.00%,$0.00 
/our-team/,71.213.45.87,1,1,0:03:21,0,0.00%,0.00%,$0.00 
/pain-with-sex/,71.213.45.87,1,1,0:00:41,0,0.00%,0.00%,$0.00 
/publications/,71.213.45.87,1,1,0:00:14,0,0.00%,0.00%,$0.00 
/science/,71.213.45.87,1,1,0:00:18,0,0.00%,0.00%,$0.00 
/sleep-problems-insomnia/,71.213.45.87,1,1,0:00:04,0,0.00%,0.00%,$0.00 
/symptoms-landing-page/,71.213.45.87,2,1,0:00:22,0,0.00%,0.00%,$0.00 
/test/anxiety-assessment/,71.213.45.87,1,1,0:00:05,0,0.00%,0.00%,$0.00 
/test/insomnia-severity-index/,71.213.45.87,1,1,0:00:58,0,0.00%,0.00%,$0.00 
/test/insomnia-severity-index/5zd9a9fabb74e0045e9f5d5748a2d0dbdf/,71.213.45.87,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/treatments/,71.213.45.87,1,1,0:00:22,0,0.00%,0.00%,$0.00 
/vagina-pain-dryness-not-during-sex/,71.213.45.87,1,1,0:00:57,0,0.00%,0.00%,$0.00 
/weight-gain/,71.213.45.87,1,1,0:02:03,0,0.00%,0.00%,$0.00 
/womens-stories/,71.213.45.87,1,1,0:02:11,0,0.00%,0.00%,$0.00 
/,71.205.194.161,1,1,0:00:40,1,0.00%,0.00%,$0.00 
/am-i-in-menopause/,71.205.194.161,1,1,0:01:12,0,0.00%,0.00%,$0.00 
/staying-healthy-in-midlife/,71.205.194.161,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/,71.192.14.0,3,1,0:00:21,1,0.00%,0.00%,$0.00 
/brain-fog-cognitive-issues/,71.192.14.0,1,1,0:03:07,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,71.192.14.0,1,1,0:04:00,0,0.00%,0.00%,$0.00 
/symptoms-landing-page/,71.192.14.0,3,1,0:00:16,0,0.00%,33.33%,$0.00 
/weight-gain/,71.192.14.0,1,1,0:10:04,0,0.00%,0.00%,$0.00 
/,71.190.28.176,1,1,0:00:43,1,0.00%,0.00%,$0.00 
/am-i-in-menopause/,71.190.28.176,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/,71.182.170.133,1,1,0:01:05,1,0.00%,0.00%,$0.00 
/create-my-menoplan/,71.182.170.133,2,1,0:00:50,0,0.00%,0.00%,$0.00 
/hot-flashes/,71.182.170.133,1,1,0:01:13,0,0.00%,0.00%,$0.00 
/low-sex-drive/,71.182.170.133,2,1,0:00:13,0,0.00%,0.00%,$0.00 
/physical-aches-pains/,71.182.170.133,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/symptoms-landing-page/,71.182.170.133,5,1,0:00:59,0,0.00%,0.00%,$0.00 
/treatment-template-shorter-table-of-contents-2/,71.182.170.133,1,1,0:00:29,0,0.00%,0.00%,$0.00 
/treatments/,71.182.170.133,1,1,0:00:26,0,0.00%,0.00%,$0.00 
/vagina-pain-dryness-not-during-sex/,71.182.170.133,1,1,0:00:25,0,0.00%,0.00%,$0.00 
/weight-gain/,71.182.170.133,1,1,0:02:14,0,0.00%,0.00%,$0.00 
/womens-stories/,71.182.170.133,1,1,0:01:36,0,0.00%,0.00%,$0.00 
/,71.16.198.34,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,71.15.205.15,1,1,0:00:18,1,0.00%,0.00%,$0.00 
/am-i-in-menopause/,71.15.205.15,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/,71.129.32.129,1,1,0:00:17,1,0.00%,0.00%,$0.00 
/?s=am+i+in+menopause,71.129.32.129,1,1,0:00:06,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,71.129.32.129,1,1,0:01:40,0,0.00%,0.00%,$0.00 
/contact/,71.129.32.129,1,1,0:00:19,0,0.00%,0.00%,$0.00 
/heavy-irregular-periods/,71.129.32.129,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/our-story/,71.129.32.129,1,1,0:00:13,0,0.00%,0.00%,$0.00 
/our-team/,71.129.32.129,1,1,0:00:19,0,0.00%,0.00%,$0.00 
/questions-and-answers/,71.129.32.129,3,1,0:01:40,0,0.00%,0.00%,$0.00 
/symptoms-landing-page/,71.129.32.129,1,1,0:00:11,0,0.00%,0.00%,$0.00 
/,70.94.78.192,2,1,0:00:53,1,0.00%,0.00%,$0.00 
/am-i-in-menopause/,70.94.78.192,1,1,0:02:56,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,70.94.78.192,2,1,0:04:55,0,0.00%,50.00%,$0.00 
/symptoms-landing-page/,70.94.78.192,1,1,0:00:56,0,0.00%,0.00%,$0.00 
/,70.94.244.118,2,1,0:00:27,1,0.00%,0.00%,$0.00 
/cooling-techniques/,70.94.244.118,1,1,0:02:12,0,0.00%,0.00%,$0.00 
/heavy-irregular-periods/,70.94.244.118,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/low-sex-drive/,70.94.244.118,2,1,0:01:18,0,0.00%,0.00%,$0.00 
/sleep-problems-insomnia/,70.94.244.118,3,1,0:02:17,0,0.00%,0.00%,$0.00 
/symptoms-landing-page/,70.94.244.118,4,1,0:00:30,0,0.00%,0.00%,$0.00 
/treatment-template-shorter-table-of-contents-2/,70.94.244.118,1,1,0:02:57,0,0.00%,0.00%,$0.00 
/vagina-pain-dryness-not-during-sex/,70.94.244.118,1,1,0:00:43,0,0.00%,0.00%,$0.00 
/,70.35.188.49,1,1,0:00:34,1,0.00%,0.00%,$0.00 
/create-my-menoplan/,70.35.188.49,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/,70.235.130.102,3,1,0:00:14,1,0.00%,33.33%,$0.00 
/brain-fog-cognitive-issues/,70.235.130.102,1,1,0:01:04,0,0.00%,0.00%,$0.00 
/gabapentin-and-pregabalin/,70.235.130.102,1,1,0:01:25,0,0.00%,0.00%,$0.00 
/hot-flashes/,70.235.130.102,4,1,0:00:39,0,0.00%,0.00%,$0.00 
/low-sex-drive/,70.235.130.102,1,1,0:01:39,0,0.00%,0.00%,$0.00 
/ssris-and-snris/,70.235.130.102,1,1,0:01:17,0,0.00%,0.00%,$0.00 
/symptoms-landing-page/,70.235.130.102,5,1,0:00:12,0,0.00%,0.00%,$0.00 
/womens-stories/,70.235.130.102,1,1,0:02:55,0,0.00%,0.00%,$0.00 
/,70.187.28.91,4,1,0:00:16,1,0.00%,0.00%,$0.00 
/am-i-in-menopause/,70.187.28.91,2,1,0:00:32,0,0.00%,0.00%,$0.00 
/bladder-control-problems/,70.187.28.91,1,1,0:01:50,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,70.187.28.91,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/heavy-irregular-periods/,70.187.28.91,1,1,0:03:24,0,0.00%,0.00%,$0.00 
/hot-flashes/,70.187.28.91,1,1,0:01:33,0,0.00%,0.00%,$0.00 
/physical-aches-pains/,70.187.28.91,1,1,0:01:02,0,0.00%,0.00%,$0.00 
/symptoms-landing-page/,70.187.28.91,6,1,0:00:09,0,0.00%,0.00%,$0.00 
/weight-gain/,70.187.28.91,1,1,0:01:10,0,0.00%,0.00%,$0.00 
/,70.18.238.174,1,1,0:00:20,1,0.00%,0.00%,$0.00 
/about/,70.18.238.174,2,1,0:00:05,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,70.18.238.174,1,1,0:00:26,0,0.00%,0.00%,$0.00 
/low-sex-drive/,70.18.238.174,1,1,0:00:16,0,0.00%,0.00%,$0.00 
/mood-depression-anxiety/,70.18.238.174,2,1,0:00:04,0,0.00%,50.00%,$0.00 
/our-team/,70.18.238.174,1,1,0:00:21,0,0.00%,0.00%,$0.00 
/questions-and-answers/,70.18.238.174,1,1,0:01:46,0,0.00%,0.00%,$0.00 
/sleep-problems-insomnia/,70.18.238.174,2,1,0:00:13,0,0.00%,0.00%,$0.00 
/symptoms-landing-page/,70.18.238.174,2,1,0:00:08,0,0.00%,0.00%,$0.00 
/weight-gain/,70.18.238.174,1,1,0:00:18,0,0.00%,0.00%,$0.00 
/,70.175.75.192,2,1,0:03:24,1,0.00%,50.00%,$0.00 
/herbal-remedies-and-supplements/,70.175.75.192,2,1,0:01:02,0,0.00%,0.00%,$0.00 
/symptoms-landing-page/,70.175.75.192,1,1,0:00:09,0,0.00%,0.00%,$0.00 
/treatment-template-shorter-table-of-contents-2/,70.175.75.192,1,1,0:00:20,0,0.00%,0.00%,$0.00 
/treatments/,70.175.75.192,5,1,0:00:10,0,0.00%,0.00%,$0.00 
/,70.170.52.38,1,1,0:00:10,1,0.00%,0.00%,$0.00 
/create-my-menoplan/,70.170.52.38,1,1,0:01:53,0,0.00%,0.00%,$0.00 
/hot-flashes/,70.170.52.38,2,1,0:01:17,0,0.00%,50.00%,$0.00 
/symptoms-landing-page/,70.170.52.38,1,1,0:00:14,0,0.00%,0.00%,$0.00 
/,70.162.176.142,1,1,0:00:31,1,0.00%,0.00%,$0.00 
/about/,70.162.176.142,2,1,0:00:10,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,70.162.176.142,1,1,0:01:46,0,0.00%,0.00%,$0.00 
/clonidine/,70.162.176.142,1,1,0:00:56,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,70.162.176.142,3,1,0:01:53,0,0.00%,0.00%,$0.00 
/dealing-with-bladder-control/,70.162.176.142,2,1,0:08:19,0,0.00%,0.00%,$0.00 
/gabapentin-and-pregabalin/,70.162.176.142,1,1,0:03:34,0,0.00%,0.00%,$0.00 
/hormone-therapy/,70.162.176.142,1,1,0:03:46,0,0.00%,0.00%,$0.00 
/hot-flashes/,70.162.176.142,2,1,0:00:37,0,0.00%,0.00%,$0.00 
/meditation-mindfulness-mindfulness-based-stress-reduction/,70.162.176.142,2,1,0:00:44,0,0.00%,50.00%,$0.00 
/mood-depression-anxiety/,70.162.176.142,2,1,0:00:05,0,0.00%,0.00%,$0.00 
/sleep-problems-insomnia/,70.162.176.142,1,1,0:00:07,0,0.00%,0.00%,$0.00 
/strategies-to-talk-with-your-doctor/,70.162.176.142,1,1,0:00:54,0,0.00%,0.00%,$0.00 
/symptoms-landing-page/,70.162.176.142,6,1,0:00:14,0,0.00%,0.00%,$0.00 
/test/anxiety-assessment/,70.162.176.142,2,2,0:00:12,0,0.00%,0.00%,$0.00 
/test/anxiety-assessment/62bc05b91dd6aa99385a09e5bcc1e02683/,70.162.176.142,1,1,0:00:11,0,0.00%,0.00%,$0.00 
/test/depression-assessment/,70.162.176.142,2,2,0:00:10,0,0.00%,0.00%,$0.00 
/test/depression-assessment/63dc4ec5f2f950f45addf6732dfe8dda09/,70.162.176.142,1,1,0:03:09,0,0.00%,0.00%,$0.00 
/test/insomnia-severity-index/,70.162.176.142,1,1,0:00:42,0,0.00%,0.00%,$0.00 
/test/insomnia-severity-index/61cdc632e691ed9c6516e62080309a7f90/,70.162.176.142,1,1,0:00:10,0,0.00%,0.00%,$0.00 
/treatments/,70.162.176.142,1,1,0:00:29,0,0.00%,0.00%,$0.00 
/weight-gain/,70.162.176.142,1,1,0:01:50,0,0.00%,0.00%,$0.00 
/who-we-are/,70.162.176.142,2,1,0:02:07,0,0.00%,0.00%,$0.00 
/,70.127.1.212,2,1,0:00:32,1,0.00%,0.00%,$0.00 
/symptoms-landing-page/,70.127.1.212,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/,70.120.242.189,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,69.88.40.153,1,1,0:00:33,1,0.00%,0.00%,$0.00 
/am-i-in-menopause/,69.88.40.153,1,1,0:01:21,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,69.88.40.153,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/questions-and-answers/,69.88.40.153,1,1,0:01:40,0,0.00%,0.00%,$0.00 
/,69.79.192.80,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,69.255.155.56,1,1,0:00:50,1,0.00%,0.00%,$0.00 
/am-i-in-menopause/,69.255.155.56,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/,69.244.221.2,1,1,0:00:18,1,0.00%,0.00%,$0.00 
/create-my-menoplan/,69.244.221.2,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/,69.204.253.160,2,2,0:00:08,2,50.00%,50.00%,$0.00 
/treatments/,69.204.253.160,1,1,0:00:05,0,0.00%,0.00%,$0.00 
/what-if-i-have-breast-cancer/,69.204.253.160,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/,69.174.145.36,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,69.140.84.145,1,1,0:00:58,1,0.00%,0.00%,$0.00 
/am-i-in-menopause/,69.140.84.145,1,1,0:00:51,0,0.00%,0.00%,$0.00 
/what-if-im-transgender-or-nonbinary/,69.140.84.145,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/,69.140.116.95,3,1,0:00:50,1,0.00%,33.33%,$0.00 
/am-i-in-menopause/,69.140.116.95,4,1,0:00:59,0,0.00%,0.00%,$0.00 
/questions-and-answers/,69.140.116.95,1,1,0:02:14,0,0.00%,0.00%,$0.00 
/,69.14.171.213,1,1,0:00:06,1,0.00%,0.00%,$0.00 
/brain-fog-cognitive-issues/,69.14.171.213,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/symptoms-landing-page/,69.14.171.213,2,1,0:00:11,0,0.00%,0.00%,$0.00 
/vagina-pain-dryness-not-during-sex/,69.14.171.213,2,1,0:00:22,0,0.00%,0.00%,$0.00 
/vaginal-lubricants-and-moisturizers/,69.14.171.213,1,1,0:01:01,0,0.00%,0.00%,$0.00 
/,69.116.212.144,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,68.93.4.230,2,1,0:00:29,1,0.00%,0.00%,$0.00 
/am-i-in-menopause/,68.93.4.230,1,1,0:00:03,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,68.93.4.230,1,1,0:03:31,0,0.00%,0.00%,$0.00 
/gabapentin-and-pregabalin/,68.93.4.230,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/,68.82.200.161,1,1,0:00:16,1,0.00%,0.00%,$0.00 
/about/,68.82.200.161,1,1,0:00:21,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,68.82.200.161,1,1,0:01:14,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,68.82.200.161,1,1,0:02:10,0,0.00%,0.00%,$0.00 
/hot-flashes/,68.82.200.161,1,1,0:03:11,0,0.00%,0.00%,$0.00 
/low-sex-drive/,68.82.200.161,1,1,0:02:25,0,0.00%,0.00%,$0.00 
/our-story/,68.82.200.161,1,1,0:00:26,0,0.00%,0.00%,$0.00 
/our-team/,68.82.200.161,1,1,0:00:31,0,0.00%,0.00%,$0.00 
/sleep-problems-insomnia/,68.82.200.161,1,1,0:01:26,0,0.00%,0.00%,$0.00 
/symptoms-landing-page/,68.82.200.161,1,1,0:00:41,0,0.00%,0.00%,$0.00 
/treatments/,68.82.200.161,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/weight-gain/,68.82.200.161,1,1,0:02:33,0,0.00%,0.00%,$0.00 
/womens-stories/,68.82.200.161,1,1,0:03:23,0,0.00%,0.00%,$0.00 
/,68.81.110.251,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,68.80.143.126,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,68.52.133.182,1,1,0:00:12,1,0.00%,0.00%,$0.00 
/dry-eyes/,68.52.133.182,1,1,0:01:45,0,0.00%,0.00%,$0.00 
/hormone-therapy/,68.52.133.182,1,1,0:04:28,0,0.00%,0.00%,$0.00 
/questions-and-answers/,68.52.133.182,1,1,0:04:40,0,0.00%,0.00%,$0.00 
/symptoms-landing-page/,68.52.133.182,1,1,0:00:21,0,0.00%,0.00%,$0.00 
/treatments/,68.52.133.182,1,1,0:00:10,0,0.00%,0.00%,$0.00 
/what-if-i-have-breast-cancer/,68.52.133.182,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/,68.47.20.170,3,1,0:00:31,1,0.00%,0.00%,$0.00 
/?s=Anxiety,68.47.20.170,1,1,0:00:10,0,0.00%,0.00%,$0.00 
/am-i-in-menopause/,68.47.20.170,3,1,0:01:24,0,0.00%,0.00%,$0.00 
/avoiding-weight-gain/,68.47.20.170,1,1,0:01:09,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,68.47.20.170,1,1,0:08:18,0,0.00%,0.00%,$0.00 
/mood-depression-anxiety/,68.47.20.170,4,1,0:00:22,0,0.00%,0.00%,$0.00 
/questions-and-answers/,68.47.20.170,1,1,0:04:20,0,0.00%,0.00%,$0.00 
/sleep-problems-insomnia/,68.47.20.170,1,1,0:00:11,0,0.00%,0.00%,$0.00 
/ssris-and-snris/,68.47.20.170,1,1,0:01:19,0,0.00%,0.00%,$0.00 
/symptoms-landing-page/,68.47.20.170,4,1,0:00:11,0,0.00%,0.00%,$0.00 
/test/anxiety-assessment/,68.47.20.170,1,1,0:00:16,0,0.00%,0.00%,$0.00 
/test/anxiety-assessment/5nc54e2492b6bf3020a2fe46d8d4d54b6f/,68.47.20.170,1,1,0:00:15,0,0.00%,0.00%,$0.00 
/test/anxiety-assessment/5o9e3250899fb4ea219787b3af7baa3324/,68.47.20.170,1,1,0:00:21,0,0.00%,0.00%,$0.00 
/test/depression-assessment/,68.47.20.170,1,1,0:00:29,0,0.00%,0.00%,$0.00 
/test/depression-assessment/5pe566e48210506ee0fd8635191e5801e3/,68.47.20.170,1,1,0:00:14,0,0.00%,0.00%,$0.00 
/test/depression-assessment/5qf00aaae3d2aa5a7d3a86731f9107e3ac/,68.47.20.170,1,1,0:00:09,0,0.00%,0.00%,$0.00 
/test/insomnia-severity-index/,68.47.20.170,1,1,0:00:36,0,0.00%,0.00%,$0.00 
/test/insomnia-severity-index/5rf57673142d87ad60c286e3264651cc1a/,68.47.20.170,1,1,0:00:13,0,0.00%,0.00%,$0.00 
/treatments/,68.47.20.170,1,1,0:01:16,0,0.00%,0.00%,$0.00 
/weight-gain/,68.47.20.170,1,1,0:02:33,0,0.00%,0.00%,$0.00 
/who-we-are/,68.47.20.170,1,1,0:00:24,0,0.00%,0.00%,$0.00 
/womens-stories/,68.47.20.170,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/,68.37.167.213,2,1,0:01:38,1,0.00%,0.00%,$0.00 
/create-my-menoplan/,68.37.167.213,2,1,0:14:01,0,0.00%,50.00%,$0.00 
/dealing-with-physical-aches-pains/,68.37.167.213,4,1,0:02:21,0,0.00%,0.00%,$0.00 
/exercise/,68.37.167.213,2,1,0:03:02,0,0.00%,0.00%,$0.00 
/our-team/,68.37.167.213,1,1,0:01:58,0,0.00%,0.00%,$0.00 
/tai-chi/,68.37.167.213,1,1,0:01:56,0,0.00%,0.00%,$0.00 
/,68.231.177.192,1,1,0:02:24,1,0.00%,0.00%,$0.00 
/create-my-menoplan/,68.231.177.192,1,1,0:03:18,0,0.00%,0.00%,$0.00 
/dealing-with-bladder-control/,68.231.177.192,1,1,0:00:33,0,0.00%,0.00%,$0.00 
/our-team/,68.231.177.192,1,1,0:01:50,0,0.00%,0.00%,$0.00 
/soy-foods-and-supplements/,68.231.177.192,1,1,0:02:10,0,0.00%,0.00%,$0.00 
/ssris-and-snris/,68.231.177.192,1,1,0:00:37,0,0.00%,0.00%,$0.00 
/treatments/,68.231.177.192,4,1,0:00:13,0,0.00%,0.00%,$0.00 
/womens-stories/,68.231.177.192,2,1,0:10:54,0,0.00%,50.00%,$0.00 
/,68.202.78.144,1,1,0:00:33,1,0.00%,0.00%,$0.00 
/am-i-in-menopause/,68.202.78.144,1,1,0:01:01,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,68.202.78.144,1,1,0:00:47,0,0.00%,0.00%,$0.00 
/heavy-irregular-periods/,68.202.78.144,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/questions-and-answers/,68.202.78.144,1,1,0:00:55,0,0.00%,0.00%,$0.00 
/symptoms-landing-page/,68.202.78.144,1,1,0:00:12,0,0.00%,0.00%,$0.00 
/,68.169.141.37,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,68.15.240.108,2,1,0:00:18,1,0.00%,50.00%,$0.00 
/avoiding-triggers/,68.15.240.108,1,1,0:00:15,0,0.00%,0.00%,$0.00 
/hot-flashes/,68.15.240.108,2,1,0:00:47,0,0.00%,0.00%,$0.00 
/,68.14.118.41,2,1,0:00:46,1,0.00%,50.00%,$0.00 
/am-i-in-menopause/,68.14.118.41,3,1,0:00:31,0,0.00%,0.00%,$0.00 
/questions-and-answers/,68.14.118.41,1,1,0:01:44,0,0.00%,0.00%,$0.00 
/what-if-im-transgender-or-nonbinary/,68.14.118.41,1,1,0:03:00,0,0.00%,0.00%,$0.00 
/,68.132.107.8,2,1,0:01:15,1,0.00%,0.00%,$0.00 
/am-i-in-menopause/,68.132.107.8,2,1,0:00:39,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,68.132.107.8,3,2,0:03:29,1,0.00%,33.33%,$0.00 
/dealing-with-bladder-control/,68.132.107.8,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/dealing-with-brain-fog/,68.132.107.8,1,1,0:02:02,0,0.00%,0.00%,$0.00 
/dealing-with-dry-eyes/,68.132.107.8,1,1,0:04:28,0,0.00%,0.00%,$0.00 
/dealing-with-dry-hair-skin/,68.132.107.8,1,1,0:03:45,0,0.00%,0.00%,$0.00 
/symptoms-landing-page/,68.132.107.8,1,1,0:00:14,0,0.00%,0.00%,$0.00 
/,68.105.64.216,3,1,0:14:48,1,0.00%,33.33%,$0.00 
/,68.102.65.122,1,1,0:00:10,1,0.00%,0.00%,$0.00 
/create-my-menoplan/,68.102.65.122,1,1,0:00:26,0,0.00%,0.00%,$0.00 
/heavy-irregular-periods/,68.102.65.122,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/hot-flashes/,68.102.65.122,1,1,0:02:07,0,0.00%,0.00%,$0.00 
/low-sex-drive/,68.102.65.122,1,1,0:01:24,0,0.00%,0.00%,$0.00 
/pelvic-floor-physical-therapy/,68.102.65.122,1,1,0:01:42,0,0.00%,0.00%,$0.00 
/symptoms-landing-page/,68.102.65.122,1,1,0:00:43,0,0.00%,0.00%,$0.00 
