Page,IP Address,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
/,172.58.120.185,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,172.58.120.237,1,1,0:01:58,1,0.00%,0.00%,$0.00 
/,172.58.139.108,1,1,0:00:12,1,0.00%,0.00%,$0.00 
/,172.58.155.234,1,1,0:00:30,1,0.00%,0.00%,$0.00 
/,172.58.157.238,1,1,0:00:30,1,0.00%,0.00%,$0.00 
/,172.58.157.58,1,1,0:03:51,1,0.00%,0.00%,$0.00 
/,172.58.187.101,1,1,0:00:44,1,0.00%,0.00%,$0.00 
/,172.58.19.143,1,1,0:00:10,1,0.00%,0.00%,$0.00 
/,172.58.203.173,1,1,0:00:09,1,0.00%,0.00%,$0.00 
/,172.58.205.22,1,1,0:00:20,1,0.00%,0.00%,$0.00 
/,172.58.207.135,1,1,0:00:40,1,0.00%,0.00%,$0.00 
/,172.58.220.43,1,1,0:00:09,1,0.00%,0.00%,$0.00 
/,172.58.23.222,1,1,0:01:31,1,0.00%,0.00%,$0.00 
/,172.58.236.51,1,1,0:00:11,1,0.00%,0.00%,$0.00 
/,172.58.27.12,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,172.58.28.93,1,1,0:00:35,1,0.00%,0.00%,$0.00 
/,172.58.31.102,1,1,0:01:01,1,0.00%,0.00%,$0.00 
/,172.58.36.197,1,1,0:01:02,1,0.00%,0.00%,$0.00 
/,172.58.44.170,1,1,0:00:23,1,0.00%,0.00%,$0.00 
/,172.58.6.204,1,1,0:00:12,1,0.00%,0.00%,$0.00 
/,172.58.63.103,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,172.58.70.156,1,1,0:01:13,1,0.00%,0.00%,$0.00 
/,172.58.99.251,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,172.79.21.112,1,1,0:00:20,1,0.00%,0.00%,$0.00 
/,172.8.196.79,1,1,0:00:56,1,0.00%,0.00%,$0.00 
/,172.89.24.156,1,1,0:02:33,1,0.00%,0.00%,$0.00 
/,172.91.219.96,1,1,0:00:17,1,0.00%,0.00%,$0.00 
/,173.168.131.78,1,1,0:00:31,1,0.00%,0.00%,$0.00 
/,173.173.4.193,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,173.187.48.146,1,1,0:01:07,1,0.00%,0.00%,$0.00 
/,173.22.120.33,1,1,0:00:09,1,0.00%,0.00%,$0.00 
/,173.233.162.66,1,1,0:00:09,1,0.00%,0.00%,$0.00 
/,173.29.245.134,1,1,0:00:47,1,0.00%,0.00%,$0.00 
/,173.49.19.117,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,173.54.76.88,1,1,0:00:59,1,0.00%,0.00%,$0.00 
/,173.69.134.2,1,1,0:00:07,1,0.00%,0.00%,$0.00 
/,173.87.230.199,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,174.101.206.29,1,1,0:00:11,1,0.00%,0.00%,$0.00 
/,174.126.154.195,1,1,0:00:34,1,0.00%,0.00%,$0.00 
/,174.197.203.48,1,1,0:00:09,1,0.00%,0.00%,$0.00 
/,174.198.147.183,1,1,0:00:12,1,0.00%,0.00%,$0.00 
/,174.199.238.114,1,1,0:00:47,1,0.00%,0.00%,$0.00 
/,174.20.67.229,1,1,0:00:25,1,0.00%,0.00%,$0.00 
/,174.202.0.217,1,1,0:02:36,1,0.00%,0.00%,$0.00 
/,174.202.69.23,1,1,0:00:09,1,0.00%,0.00%,$0.00 
/,174.203.101.81,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,174.205.128.46,1,1,0:01:10,1,0.00%,0.00%,$0.00 
/,174.206.65.163,1,1,0:01:24,1,0.00%,0.00%,$0.00 
/,174.207.192.54,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,174.208.37.100,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,174.210.235.168,1,1,0:01:42,1,0.00%,0.00%,$0.00 
/,174.211.160.168,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,174.215.189.51,1,1,0:00:29,1,0.00%,0.00%,$0.00 
/,174.216.11.136,1,1,0:01:05,1,0.00%,0.00%,$0.00 
/,174.243.179.121,1,1,0:00:08,1,0.00%,0.00%,$0.00 
/,174.244.149.165,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,174.246.134.42,1,1,0:04:05,1,0.00%,0.00%,$0.00 
/,174.247.240.255,1,1,0:00:27,1,0.00%,0.00%,$0.00 
/,174.248.57.86,1,1,0:00:35,1,0.00%,0.00%,$0.00 
/,174.252.202.5,1,1,0:00:53,1,0.00%,0.00%,$0.00 
/,174.71.25.80,1,1,0:00:26,1,0.00%,0.00%,$0.00 
/,174.80.241.119,1,1,0:00:26,1,0.00%,0.00%,$0.00 
/,174.86.0.207,1,1,0:00:10,1,0.00%,0.00%,$0.00 
/,174.96.48.51,1,1,0:00:35,1,0.00%,0.00%,$0.00 
/,184.20.108.209,1,1,0:00:51,1,0.00%,0.00%,$0.00 
/,184.96.246.213,1,1,0:00:10,1,0.00%,0.00%,$0.00 
/,184.97.48.228,1,1,0:00:28,1,0.00%,0.00%,$0.00 
/,192.190.159.60,1,1,0:00:42,1,0.00%,0.00%,$0.00 
/,198.243.17.69,1,1,0:00:28,1,0.00%,0.00%,$0.00 
/,199.47.65.175,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,207.225.154.127,1,1,0:00:20,1,0.00%,0.00%,$0.00 
/,208.38.254.86,1,1,0:01:22,1,0.00%,0.00%,$0.00 
/,209.107.180.22,1,1,0:00:54,1,0.00%,0.00%,$0.00 
/,209.6.227.216,1,1,0:00:30,1,0.00%,0.00%,$0.00 
/,216.116.227.255,1,1,0:00:34,1,0.00%,0.00%,$0.00 
/,216.161.18.58,1,1,0:00:15,1,0.00%,0.00%,$0.00 
/,216.81.125.14,1,1,0:00:13,1,0.00%,0.00%,$0.00 
/,216.93.226.235,1,1,0:00:59,1,0.00%,0.00%,$0.00 
/,23.117.99.64,1,1,0:02:31,1,0.00%,0.00%,$0.00 
/,23.127.149.150,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,23.242.78.23,1,1,0:00:30,1,0.00%,0.00%,$0.00 
/,24.0.112.76,1,1,0:00:41,1,0.00%,0.00%,$0.00 
/,24.0.99.105,1,1,0:00:11,1,0.00%,0.00%,$0.00 
/,24.117.190.129,1,1,0:00:34,1,0.00%,0.00%,$0.00 
/,24.118.105.76,1,1,0:00:07,1,0.00%,0.00%,$0.00 
/,24.136.53.79,1,1,0:00:12,1,0.00%,0.00%,$0.00 
/,24.148.19.128,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,24.154.107.20,1,1,0:00:33,1,0.00%,0.00%,$0.00 
/,24.154.155.189,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,24.169.87.10,1,1,0:00:09,1,0.00%,0.00%,$0.00 
/,24.190.29.127,1,1,0:01:00,1,0.00%,0.00%,$0.00 
/,24.190.32.242,1,1,0:00:09,1,0.00%,0.00%,$0.00 
/,24.194.226.86,1,1,0:00:14,1,0.00%,0.00%,$0.00 
/,24.233.109.99,1,1,0:00:59,1,0.00%,0.00%,$0.00 
/,24.237.17.179,1,1,0:01:01,1,0.00%,0.00%,$0.00 
/,24.240.58.192,1,1,0:00:08,1,0.00%,0.00%,$0.00 
/,24.254.112.112,1,1,0:00:10,1,0.00%,0.00%,$0.00 
/,24.43.123.71,1,1,0:00:06,1,0.00%,0.00%,$0.00 
/,24.5.177.117,1,1,0:01:12,1,0.00%,0.00%,$0.00 
/,24.60.157.158,1,1,0:00:10,1,0.00%,0.00%,$0.00 
/,24.63.96.210,1,1,0:02:18,1,0.00%,0.00%,$0.00 
/,24.8.149.174,1,1,0:01:12,1,0.00%,0.00%,$0.00 
/,31.48.115.8,1,1,0:00:32,1,0.00%,0.00%,$0.00 
/,35.137.169.48,1,1,0:01:09,1,0.00%,0.00%,$0.00 
/,37.30.0.155,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,45.47.153.40,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,45.48.39.139,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,45.49.58.160,1,1,0:01:03,1,0.00%,0.00%,$0.00 
/,45.51.188.202,1,1,0:02:10,1,0.00%,0.00%,$0.00 
/,47.148.65.217,1,1,0:00:38,1,0.00%,0.00%,$0.00 
/,47.153.54.247,1,1,0:00:38,1,0.00%,0.00%,$0.00 
/,47.185.27.2,1,1,0:00:17,1,0.00%,0.00%,$0.00 
/,47.198.15.234,1,1,0:00:11,1,0.00%,0.00%,$0.00 
/,47.208.0.36,1,1,0:02:37,1,0.00%,0.00%,$0.00 
/,47.222.191.65,1,1,0:00:32,1,0.00%,0.00%,$0.00 
/,47.226.30.185,1,1,0:00:08,1,0.00%,0.00%,$0.00 
/,47.37.130.240,1,1,0:01:21,1,0.00%,0.00%,$0.00 
/,50.25.0.72,1,1,0:01:32,1,0.00%,0.00%,$0.00 
/,50.82.40.47,1,1,0:00:08,1,0.00%,0.00%,$0.00 
/,64.127.165.14,1,1,0:02:39,1,0.00%,0.00%,$0.00 
/,64.251.147.224,1,1,0:00:36,1,0.00%,0.00%,$0.00 
/,65.131.24.176,1,1,0:01:08,1,0.00%,0.00%,$0.00 
/,65.154.226.165,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,65.184.42.10,1,1,0:00:41,1,0.00%,0.00%,$0.00 
/,65.189.42.102,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,65.191.169.190,1,1,0:00:30,1,0.00%,0.00%,$0.00 
/,66.10.244.242,1,1,0:01:05,1,0.00%,0.00%,$0.00 
/,66.168.224.132,1,1,0:04:38,1,0.00%,0.00%,$0.00 
/,66.169.254.124,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,66.38.61.218,1,1,0:00:10,1,0.00%,0.00%,$0.00 
/,66.55.195.192,1,1,0:01:08,1,0.00%,0.00%,$0.00 
/,66.75.245.205,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,67.1.16.127,1,1,0:00:07,1,0.00%,0.00%,$0.00 
/,67.10.36.9,1,1,0:00:10,1,0.00%,0.00%,$0.00 
/,67.188.101.116,1,1,0:02:12,1,0.00%,0.00%,$0.00 
/,67.233.73.73,1,1,0:00:09,1,0.00%,0.00%,$0.00 
/,67.241.209.250,1,1,0:00:08,1,0.00%,0.00%,$0.00 
/,67.251.11.232,1,1,0:00:25,1,0.00%,0.00%,$0.00 
/,67.43.240.171,1,1,0:00:20,1,0.00%,0.00%,$0.00 
/,67.43.253.56,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,67.44.224.77,1,1,0:00:18,1,0.00%,0.00%,$0.00 
/,67.49.116.39,1,1,0:00:55,1,0.00%,0.00%,$0.00 
/,68.10.108.230,1,1,0:01:06,1,0.00%,0.00%,$0.00 
/,68.102.65.122,1,1,0:00:10,1,0.00%,0.00%,$0.00 
/,68.162.66.44,1,1,0:00:51,1,0.00%,0.00%,$0.00 
/,68.169.141.37,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,68.194.129.144,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,68.202.78.144,1,1,0:00:33,1,0.00%,0.00%,$0.00 
/,68.231.177.192,1,1,0:02:24,1,0.00%,0.00%,$0.00 
/,68.33.60.39,1,1,0:01:28,1,0.00%,0.00%,$0.00 
/,68.52.133.182,1,1,0:00:12,1,0.00%,0.00%,$0.00 
/,68.52.241.50,1,1,0:01:01,1,0.00%,0.00%,$0.00 
/,68.57.103.52,1,1,0:00:30,1,0.00%,0.00%,$0.00 
/,68.7.141.51,1,1,0:00:09,1,0.00%,0.00%,$0.00 
/,68.80.143.126,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,68.81.110.251,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,68.82.200.161,1,1,0:00:16,1,0.00%,0.00%,$0.00 
/,69.116.212.144,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,69.14.171.213,1,1,0:00:06,1,0.00%,0.00%,$0.00 
/,69.140.84.145,1,1,0:00:58,1,0.00%,0.00%,$0.00 
/,69.141.231.61,1,1,0:00:58,1,0.00%,0.00%,$0.00 
/,69.174.145.36,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,69.244.221.2,1,1,0:00:18,1,0.00%,0.00%,$0.00 
/,69.245.109.252,1,1,0:01:36,1,0.00%,0.00%,$0.00 
/,69.255.155.56,1,1,0:00:50,1,0.00%,0.00%,$0.00 
/,69.68.68.154,1,1,0:00:08,1,0.00%,0.00%,$0.00 
/,69.79.192.80,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,69.88.40.153,1,1,0:00:33,1,0.00%,0.00%,$0.00 
/,70.120.242.189,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,70.162.176.142,1,1,0:00:31,1,0.00%,0.00%,$0.00 
/,70.170.52.38,1,1,0:00:10,1,0.00%,0.00%,$0.00 
/,70.18.238.174,1,1,0:00:20,1,0.00%,0.00%,$0.00 
/,70.35.188.49,1,1,0:00:34,1,0.00%,0.00%,$0.00 
/,71.129.32.129,1,1,0:00:17,1,0.00%,0.00%,$0.00 
/,71.15.205.15,1,1,0:00:18,1,0.00%,0.00%,$0.00 
/,71.16.198.34,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,71.166.44.98,1,1,0:00:10,1,0.00%,0.00%,$0.00 
/,71.182.170.133,1,1,0:01:05,1,0.00%,0.00%,$0.00 
/,71.190.28.176,1,1,0:00:43,1,0.00%,0.00%,$0.00 
/,71.213.194.156,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,71.223.238.5,1,1,0:00:30,1,0.00%,0.00%,$0.00 
/,71.227.107.130,1,1,0:00:11,1,0.00%,0.00%,$0.00 
/,71.229.200.144,1,1,0:01:41,1,0.00%,0.00%,$0.00 
/,71.237.252.165,1,1,0:01:56,1,0.00%,0.00%,$0.00 
/,71.240.196.40,1,1,0:00:23,1,0.00%,0.00%,$0.00 
/,71.255.32.18,1,1,0:00:29,1,0.00%,0.00%,$0.00 
/,71.49.142.72,1,1,0:00:12,1,0.00%,0.00%,$0.00 
/,71.63.151.28,1,1,0:00:22,1,0.00%,0.00%,$0.00 
/,71.81.210.174,1,1,0:00:23,1,0.00%,0.00%,$0.00 
/,71.95.144.171,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,72.129.145.43,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,72.174.26.36,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,72.193.21.23,1,1,0:00:07,1,0.00%,0.00%,$0.00 
/,72.202.206.47,1,1,0:00:08,1,0.00%,0.00%,$0.00 
/,72.220.69.176,1,1,0:01:06,1,0.00%,0.00%,$0.00 
/,72.227.130.60,1,1,0:00:57,1,0.00%,0.00%,$0.00 
/,72.230.71.244,1,1,0:00:08,1,0.00%,0.00%,$0.00 
/,72.26.4.168,1,1,0:00:17,1,0.00%,0.00%,$0.00 
/,72.46.177.214,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,72.74.219.122,1,1,0:00:07,1,0.00%,0.00%,$0.00 
/,72.81.218.221,1,1,0:00:08,1,0.00%,0.00%,$0.00 
/,73.1.1.113,1,1,0:00:27,1,0.00%,0.00%,$0.00 
/,73.108.31.82,1,1,0:01:04,1,0.00%,0.00%,$0.00 
/,73.109.56.253,1,1,0:00:43,1,0.00%,0.00%,$0.00 
/,73.11.8.10,1,1,0:02:27,1,0.00%,0.00%,$0.00 
/,73.135.130.127,1,1,0:00:35,1,0.00%,0.00%,$0.00 
/,73.15.115.187,1,1,0:00:55,1,0.00%,0.00%,$0.00 
/,73.154.51.68,1,1,0:01:16,1,0.00%,0.00%,$0.00 
/,73.16.205.220,1,1,0:00:28,1,0.00%,0.00%,$0.00 
/,73.169.223.100,1,1,0:00:14,1,0.00%,0.00%,$0.00 
/,73.181.216.235,1,1,0:00:56,1,0.00%,0.00%,$0.00 
/,73.196.201.60,1,1,0:00:07,1,0.00%,0.00%,$0.00 
/,73.230.159.100,1,1,0:00:25,1,0.00%,0.00%,$0.00 
/,73.236.244.138,1,1,0:00:35,1,0.00%,0.00%,$0.00 
/,73.254.223.191,1,1,0:04:20,1,0.00%,0.00%,$0.00 
/,73.48.241.8,1,1,0:01:49,1,0.00%,0.00%,$0.00 
/,73.50.147.172,1,1,0:00:39,1,0.00%,0.00%,$0.00 
/,73.70.203.170,1,1,0:00:25,1,0.00%,0.00%,$0.00 
/,73.81.166.10,1,1,0:00:53,1,0.00%,0.00%,$0.00 
/,73.90.207.79,1,1,0:01:31,1,0.00%,0.00%,$0.00 
/,73.94.72.118,1,1,0:00:32,1,0.00%,0.00%,$0.00 
/,74.111.182.17,1,1,0:00:23,1,0.00%,0.00%,$0.00 
/,74.135.35.148,1,1,0:00:11,1,0.00%,0.00%,$0.00 
/,74.199.76.172,1,1,0:00:59,1,0.00%,0.00%,$0.00 
/,74.69.60.242,1,1,0:00:49,1,0.00%,0.00%,$0.00 
/,75.111.145.77,1,1,0:00:54,1,0.00%,0.00%,$0.00 
/,75.115.127.225,1,1,0:00:20,1,0.00%,0.00%,$0.00 
/,75.117.168.206,1,1,0:01:24,1,0.00%,0.00%,$0.00 
/,75.138.248.52,1,1,0:00:12,1,0.00%,0.00%,$0.00 
/,75.172.55.60,1,1,0:00:17,1,0.00%,0.00%,$0.00 
/,75.175.104.136,1,1,0:00:27,1,0.00%,0.00%,$0.00 
/,75.187.124.48,1,1,0:00:50,1,0.00%,0.00%,$0.00 
/,75.188.45.72,1,1,0:00:09,1,0.00%,0.00%,$0.00 
/,75.48.121.67,1,1,0:00:13,1,0.00%,0.00%,$0.00 
/,75.58.42.195,1,1,0:00:40,1,0.00%,0.00%,$0.00 
/,75.73.195.232,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,75.97.179.218,1,1,0:00:14,1,0.00%,0.00%,$0.00 
/,76.106.2.217,1,1,0:00:21,1,0.00%,0.00%,$0.00 
/,76.118.85.20,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,76.120.172.6,1,1,0:00:10,1,0.00%,0.00%,$0.00 
/,76.167.161.108,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,76.172.66.181,1,1,0:02:33,1,0.00%,0.00%,$0.00 
/,76.183.186.151,1,1,0:00:47,1,0.00%,0.00%,$0.00 
/,76.191.19.153,1,1,0:00:19,1,0.00%,0.00%,$0.00 
/,76.20.100.62,1,1,0:00:22,1,0.00%,0.00%,$0.00 
/,76.206.56.238,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,76.234.140.218,1,1,0:01:32,1,0.00%,0.00%,$0.00 
/,76.24.190.225,1,1,0:06:48,1,0.00%,0.00%,$0.00 
/,76.25.77.216,1,1,0:01:29,1,0.00%,0.00%,$0.00 
/,76.27.175.82,1,1,0:00:09,1,0.00%,0.00%,$0.00 
/,76.9.91.238,1,1,0:01:13,1,0.00%,0.00%,$0.00 
/,78.19.76.54,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,80.236.20.26,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,93.112.148.180,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,96.252.109.126,1,1,0:00:54,1,0.00%,0.00%,$0.00 
/,96.29.3.249,1,1,0:01:44,1,0.00%,0.00%,$0.00 
/,96.32.232.173,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,96.42.25.209,1,1,0:00:24,1,0.00%,0.00%,$0.00 
/,96.61.82.208,1,1,0:00:53,1,0.00%,0.00%,$0.00 
/,97.102.31.226,1,1,0:00:09,1,0.00%,0.00%,$0.00 
/,97.118.240.175,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,97.86.226.143,1,1,0:00:34,1,0.00%,0.00%,$0.00 
/,98.118.116.178,1,1,0:00:12,1,0.00%,0.00%,$0.00 
/,98.127.210.131,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,98.144.226.183,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,98.144.72.93,1,1,0:00:11,1,0.00%,0.00%,$0.00 
/,98.146.203.152,1,1,0:01:10,1,0.00%,0.00%,$0.00 
/,98.148.192.63,1,1,0:00:09,1,0.00%,0.00%,$0.00 
/,98.156.87.134,1,1,0:00:21,1,0.00%,0.00%,$0.00 
/,98.181.6.74,1,1,0:00:11,1,0.00%,0.00%,$0.00 
/,98.192.129.75,1,1,0:00:11,1,0.00%,0.00%,$0.00 
/,98.20.165.99,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,98.201.203.55,1,1,0:00:12,1,0.00%,0.00%,$0.00 
/,98.204.252.212,1,1,0:00:52,1,0.00%,0.00%,$0.00 
/,98.21.145.218,1,1,0:00:12,1,0.00%,0.00%,$0.00 
/,98.216.67.5,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,98.22.203.135,1,1,0:01:18,1,0.00%,0.00%,$0.00 
/,98.222.110.65,1,1,0:00:32,1,0.00%,0.00%,$0.00 
/,98.230.113.160,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,98.235.28.50,1,1,0:00:36,1,0.00%,0.00%,$0.00 
/,98.255.241.199,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,98.30.218.60,1,1,0:00:06,1,0.00%,0.00%,$0.00 
/,98.4.93.222,1,1,0:02:20,1,0.00%,0.00%,$0.00 
/,98.40.10.88,1,1,0:00:36,1,0.00%,0.00%,$0.00 
/,99.107.148.72,1,1,0:00:24,1,0.00%,0.00%,$0.00 
/,99.108.235.167,1,1,0:04:39,1,0.00%,0.00%,$0.00 
/,99.113.109.28,1,1,0:01:54,1,0.00%,0.00%,$0.00 
/,99.122.83.146,1,1,0:00:11,1,0.00%,0.00%,$0.00 
/,99.160.137.175,1,1,0:02:02,1,0.00%,0.00%,$0.00 
/,99.182.122.131,1,1,0:00:58,1,0.00%,0.00%,$0.00 
/,99.196.242.50,1,1,0:00:16,1,0.00%,0.00%,$0.00 
/,99.32.58.89,1,1,0:01:14,1,0.00%,0.00%,$0.00 
/,99.46.178.2,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,99.54.138.36,1,1,0:00:12,1,0.00%,0.00%,$0.00 
/,99.7.30.41,1,1,0:00:13,1,0.00%,0.00%,$0.00 
/,99.82.254.180,1,1,0:00:39,1,0.00%,0.00%,$0.00 
/,99.89.44.176,1,1,0:00:13,1,0.00%,0.00%,$0.00 
/,99.92.172.96,1,1,0:00:23,1,0.00%,0.00%,$0.00 
/,99.93.208.84,1,1,0:00:22,1,0.00%,0.00%,$0.00 
/?fbclid=IwAR0k6mT0tgAAm41TcLlmglPwprfpZQQ1O3I8yy3G6H0qqIFZYHrhY9-aikw,173.252.87.6,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/?fbclid=IwAR0l1Rje0xw5cqFL5ElkqzGt9ts407CqVKuEtYqMNtSeSxgFPl0tejHKysA,24.250.245.66,1,1,0:00:59,1,0.00%,0.00%,$0.00 
/?fbclid=IwAR0M3bRPnJYBWlyH5-BamVdmhTWKAX1t2rzW5XDEq85y8_j9K2CuqmPoJb0,173.252.127.14,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/?fbclid=IwAR0q6ZEANDvP7QfywqPRk0qK099s9-0W6IUqa0JYB0__YhkYKBWbS2L68yI,72.220.148.171,1,1,0:00:06,0,0.00%,0.00%,$0.00 
/?fbclid=IwAR1C6WyMm3zAd2-DZ1oR23-vbMrIZXHbDJyVR7Qiye-lfNiQxkbXJCcPA4w,173.252.95.1,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/?fbclid=IwAR1KHlxeKoV4kJJW407BUJLqXqNhfmnWFepPsg73PHJjmce8-eyCCID8PJQ,72.220.148.171,1,1,0:00:21,1,0.00%,0.00%,$0.00 
/?fbclid=IwAR1yZbqx89vCK-hlEWy4WFhPhO5bs4oKQ3IDWCj77QsUNPG6V0oe9306zYk,173.252.95.3,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/?fbclid=IwAR2Qmk31-ogqnskL5iHFxK4v0b_YJTlpFUZNzeYYsx95ux3-a90UwhkfcmA,31.13.127.19,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/?fbclid=IwAR3YdliFNPwA2tcHWu540noMpbhCSI3P4HGf2-MRUld-hQLc55tZmDXUU4s,99.8.85.105,1,1,0:00:41,1,0.00%,0.00%,$0.00 
/?s=am+i+in+menopause,71.129.32.129,1,1,0:00:06,0,0.00%,0.00%,$0.00 
/?s=Anxiety,68.47.20.170,1,1,0:00:10,0,0.00%,0.00%,$0.00 
/?s=Transgender,71.214.48.85,1,1,0:00:06,0,0.00%,0.00%,$0.00 
/about/,104.62.180.181,1,1,0:00:19,0,0.00%,0.00%,$0.00 
/about/,104.8.80.79,1,1,0:00:27,0,0.00%,0.00%,$0.00 
/about/,107.242.113.64,1,1,0:00:50,0,0.00%,0.00%,$0.00 
/about/,107.242.125.48,1,1,0:00:42,0,0.00%,0.00%,$0.00 
/about/,107.77.207.231,1,1,0:00:31,0,0.00%,0.00%,$0.00 
/about/,108.213.221.15,1,1,0:00:33,0,0.00%,0.00%,$0.00 
/about/,140.186.252.50,1,1,0:00:21,0,0.00%,0.00%,$0.00 
/about/,166.181.82.19,1,1,0:00:20,0,0.00%,0.00%,$0.00 
/about/,172.221.114.222,1,1,0:00:21,0,0.00%,0.00%,$0.00 
/about/,172.56.12.176,1,1,0:00:29,0,0.00%,0.00%,$0.00 
/about/,172.58.120.237,1,1,0:00:38,0,0.00%,0.00%,$0.00 
/about/,172.58.44.251,1,1,0:00:28,0,0.00%,0.00%,$0.00 
/about/,173.187.48.146,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/about/,174.101.206.29,1,1,0:00:05,0,0.00%,0.00%,$0.00 
/about/,174.198.65.5,1,1,0:00:10,0,0.00%,0.00%,$0.00 
/about/,174.206.65.163,1,1,0:00:14,0,0.00%,0.00%,$0.00 
/about/,174.250.36.12,1,1,0:00:03,0,0.00%,0.00%,$0.00 
/about/,198.243.17.69,1,1,0:00:25,1,0.00%,0.00%,$0.00 
/about/,216.116.227.255,1,1,0:00:18,0,0.00%,0.00%,$0.00 
/about/,24.118.105.76,1,1,0:00:08,0,0.00%,0.00%,$0.00 
/about/,24.136.53.79,1,1,0:00:14,0,0.00%,0.00%,$0.00 
/about/,47.26.135.230,1,1,0:00:27,0,0.00%,0.00%,$0.00 
/about/,47.26.146.112,1,1,0:00:21,0,0.00%,0.00%,$0.00 
/about/,50.122.27.199,1,1,0:00:25,0,0.00%,0.00%,$0.00 
/about/,50.25.0.72,1,1,0:00:45,0,0.00%,0.00%,$0.00 
/about/,52.50.31.99,1,1,0:00:12,0,0.00%,0.00%,$0.00 
/about/,54.229.168.186,1,1,0:00:06,0,0.00%,0.00%,$0.00 
/about/,65.184.42.10,1,1,0:00:08,0,0.00%,0.00%,$0.00 
/about/,66.168.224.132,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/about/,68.10.108.230,1,1,0:00:35,0,0.00%,0.00%,$0.00 
/about/,68.82.200.161,1,1,0:00:21,0,0.00%,0.00%,$0.00 
/about/,71.63.151.28,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/about/,72.220.148.171,1,1,0:00:08,0,0.00%,0.00%,$0.00 
/about/,73.182.217.127,1,1,0:00:20,0,0.00%,0.00%,$0.00 
/about/,73.216.48.91,1,1,0:00:31,0,0.00%,0.00%,$0.00 
/about/,73.248.196.67,1,1,0:00:50,0,0.00%,0.00%,$0.00 
/about/,74.111.182.17,1,1,0:00:19,0,0.00%,0.00%,$0.00 
/about/,75.109.23.142,1,1,0:00:05,0,0.00%,0.00%,$0.00 
