,?s=Anxiety,?s=Transgender,about,acupuncture,am-i-in-menopause,avoiding-triggers,avoiding-weight-gain,bladder-control-problems,brain-fog-cognitive-issues,clinical-hypnosis,clonidine,cognitive-behavioral-therapy,cognitive-behavioral-therapy-for-sleep,cooling-techniques,create-my-menoplan,dealing-with-bladder-control,dealing-with-brain-fog,dealing-with-dry-eyes,dealing-with-dry-hair-skin,dealing-with-physical-aches-pains,dry-eyes,dry-hair-skin,exercise,featured-video,gabapentin-and-pregabalin,heavy-irregular-periods,herbal-remedies-and-supplements,homepage,hormone-therapy,hot-flashes,low-sex-drive,meditation-mindfulness-mindfulness-based-stress-reduction,mood-depression-anxiety,omega-3-fatty-acids,ospemifene,our-story,our-team,paced-breathing,pain-with-sex,pelvic-floor-physical-therapy,physical-aches-pains,publications,questions-and-answers,science,sedatives,sleep-problems-insomnia,soy-foods-and-supplements,ssris-and-snris,staying-healthy-in-midlife,strategies-to-talk-with-your-doctor,symptoms-landing-page,tai-chi,team/susan-d-reed-md-mph,test/anxiety-assessment,test/depression-assessment,test/insomnia-severity-index,treatment-template-shorter-table-of-contents-2,treatments,vagina-pain-dryness-not-during-sex,vaginal-dilators,vaginal-estrogen,vaginal-laser-therapy,vaginal-lubricants-and-moisturizers,vaginal-physical-therapy,vitamins,weight-gain,what-if-i-have-breast-cancer,what-if-im-transgender-or-nonbinary,who-we-are,womens-stories,yoga,insomnia-severity-index-results,anxiety-assessment-results,depression-assessment-results
soy-foods-and-supplements,-0.007444275750454107,0.273407945743951,-0.04490105206333114,-0.012925121722907003,0.031107104981723047,0.09701035303160838,0.03184199945341035,-0.038743733839080925,-0.03937791303724829,0.15983970207512102,0.3272717078613837,-0.010540533537870258,-0.018345797421450313,0.3178934151091799,0.1877172418123522,0.22527111090113752,0.25101526585301065,-0.021235887273688206,0.156078275247729,0.2532393635968966,-0.02565268248225554,0.024565009263598038,0.051816730325833525,-0.007444275750454106,0.27144683773449346,-0.04332944054430585,0.21692226277168833,0.01375246300430726,0.15363397892958836,0.2973317974637029,-0.043572126426880665,0.17078402631081374,0.03803913968075006,-0.016726909078328515,-0.010540533537870258,-0.0213259332293396,0.0207961416529525,0.18829225819922785,-0.02460181855612509,-0.015254014854009996,0.042294357463215776,-0.012925121722907003,-0.003627610642000277,-0.007444275750454106,0.07666002774642097,0.0912732595393543,1.0,0.4424308519697856,0.0028107635723120155,0.1324608499251638,-0.030946791449318813,-0.0074442757504541044,-0.007444275750454106,0.04861668572907569,0.076660027746421,0.04513519593697426,-0.026137299983279946,0.22112317669606243,-0.028758910539852953,0.0870898486877146,-0.018345797421450306,-0.007444275750454108,0.05181673032583342,-0.01054053353787026,0.12599489248857174,-0.012196608985335715,0.05181006517466589,0.039332863154244106,-0.01728250424844485,0.226754236655535,-0.016726909078328522,-0.023800994874840168,0.08385979376328623,0.08385979376328623
ssris-and-snris,0.2308791187793687,-0.009258310527493489,-0.055842622835151255,-0.016074739105281653,0.024197046569834176,0.17444989473632597,0.015934054981843145,-0.048184878005746515,-0.011613223851047728,0.052862128564144746,0.268039124609252,-0.013109070094979955,-0.022816335006385947,0.11550549728009002,0.046155741903583694,0.13211543674652648,0.10075493614398835,-0.026410687257878554,0.014298407637351327,0.023199382776268544,-0.03190377522882952,0.011317608961405311,-0.02652267577726067,-0.009258310527493485,0.2707148105649265,-0.05388803813685688,0.12360854956925758,0.007714758934027471,0.06800202992251156,0.17688062421722842,-0.019908165824277436,0.058759337974741005,0.08578802359836582,-0.020802952980733997,0.3269074354935623,-0.026522675777260658,0.005158787087234021,-0.013109070094979957,-0.030596834852572904,-0.018971141188692215,0.12678422169347991,-0.016074739105281653,-0.0025932417331293793,-0.009258310527493485,0.05875933797474098,-0.01411512753709208,0.4424308519697856,1.0,0.021629616513182674,0.1276524170950914,0.00816070697766998,-0.009258310527493482,-0.009258310527493485,0.09246934059837071,0.13923829922727413,0.02936964974592422,0.10801634148538206,0.23204999231200726,-0.035766934640233075,0.06675371772806835,0.0758167798649699,-0.009258310527493485,0.03601658812934822,-0.013109070094979955,-0.01858407709279706,0.0023174404377070707,-0.033875878244863974,-0.03228559450619786,0.048193435973821426,0.15067966452058718,-0.020802952980734007,0.04717637857289451,0.2360643390143742,0.23606433901437412
staying-healthy-in-midlife,-0.011704180161116445,-0.011704180161116443,0.12151629718847651,-0.02032137958350552,0.17451938052653498,0.028157215602500073,0.13486421476303687,-0.060914406742561156,0.0028614553262646357,0.014370031223237734,-0.012347945031294475,-0.016572237200374807,0.1421596007248178,-0.039295862799409075,0.09051734518585282,-0.009449381811425132,-0.0031008683647302097,0.016097732072778998,-0.018610836665329984,-0.029469900883089928,-0.040332146128509445,-0.03918452118996961,0.18332342484179023,-0.011704180161116443,-0.05634511037859037,-0.025610614044648927,-0.04044840858273781,0.13285451277784904,-0.015589143104329531,-0.06348138873410517,-0.048694013535065334,0.0655618689053925,0.011624929663738426,-0.0262986976778001,-0.016572237200374804,0.038754833280093375,0.0542346765368604,-0.016572237200374804,-0.010015340817619641,-0.023982956034479034,0.10004843022131872,-0.020321379583505505,-0.010138019319350608,-0.011704180161116446,0.06556186890539245,0.03286512206929591,0.0028107635723120155,0.021629616513182674,1.0,0.27715138982679516,-0.04578014571111743,-0.011704180161116441,-0.011704180161116445,0.002451333839471707,0.01905216703233631,0.030748283949260907,-0.041094080631120265,-0.04458080144261597,0.06765383371525331,0.021644270068721622,-0.028843976958658663,-0.011704180161116446,-0.03352946250075497,-0.01657223720037481,-0.023493636962840198,0.08861536499512289,0.34777860767741964,0.18502725109457885,-0.02717222603511425,0.004131246062246894,-0.026298697677800114,0.05132002392796667,-0.024933936260163637,0.024340271111112078
strategies-to-talk-with-your-doctor,-0.01231040532583856,0.10932812348899482,0.238463314011385,0.049024349533528376,0.27775375069628533,0.11954604204472484,-0.021671465015449705,-0.06406950566902352,-0.02726939939290772,0.04608939427080871,0.10472116488769788,-0.017430606354669576,0.01962336843231634,0.03292183441324262,0.15984441266999883,0.14129686708121858,-0.013287510039010181,-0.03511723484678433,-0.024990489974723588,0.03968209226183596,-0.04242117428714816,-0.019780705688443517,-0.003587681062021847,-0.012310405325838556,0.047205590149498516,-0.03438973781988031,0.088822131625935,0.023336570830012525,0.08382598931195921,0.0279632722822459,-0.0720540929976785,0.09341703612850037,0.0336674404943706,-0.02766085479707165,-0.01743060635466957,0.12312616070300497,0.10780498833299396,0.06868488932613842,-0.04068338792530106,-0.025225167900016346,0.004590301637868603,-0.021373937858908558,0.06202126361448537,-0.012310405325838556,-0.028879714639094747,-0.021833591506131907,0.1324608499251638,0.1276524170950914,0.27715138982679516,1.0,-0.03290259173967364,-0.012310405325838557,-0.012310405325838557,0.056078072281799465,0.0934170361285003,0.020410707713190798,-0.04322257365299528,0.06919575287462336,-0.0228253903356919,0.013502976176979733,0.01962336843231628,-0.01231040532583856,0.059769239820491614,-0.017430606354669573,0.0973711536439184,-0.01721675519442231,0.19461059070229567,0.21157797313167723,0.07731810099220987,0.06968105937306072,-0.027660854797071636,0.03842196550766583,0.0601519203675106,0.06015192036751058
symptoms-landing-page,0.08602417111067154,-0.028215928124300252,0.12068294691539468,0.017126549511617493,0.060315860980464306,-0.03434390332257942,0.08184609163637768,0.4425872668696872,0.37950437855487645,0.03724006192097648,0.11049669948974393,0.10158432281930352,0.036039898548385844,0.08832621682556197,0.05944622097952633,0.017955580137092454,0.09004965880797315,0.0009815862075809052,0.12225490994793113,-0.021260109434919506,0.18708400424173263,0.37858493448505925,0.000985748400899068,0.00034409668444269036,0.06415236001891195,0.39571433673366607,0.032033044460172876,0.18165648001318743,0.019920607535927847,0.42838834174844215,0.4708909665580732,0.1443800945797129,0.541820657995268,-0.03773058634729227,-0.019732206590799942,0.008423668153137505,0.05025846253298388,0.10158432281930349,0.2960905387618441,0.04167059311057925,0.23817840392576647,0.0832429964634432,0.12291421262854135,0.028904121493185667,0.0869509515280378,0.41687562587679666,-0.030946791449318813,0.00816070697766998,-0.04578014571111743,-0.03290259173967364,1.0,-0.02821592812430026,-0.02821592812430026,0.19632500843414283,0.20180923763138753,0.2321911053037129,0.0764151180451441,-0.027591398854409567,0.27426029071805397,0.03353833684614302,0.012578631258064072,0.20026427034564348,0.030737427409852882,0.020706636545901182,-0.02797336850268668,0.3873808555369776,-0.046971853148608106,-0.038637890243330725,0.20800031438334,0.005138135545459975,0.10344984535384656,0.2385132031104405,0.13255887891971693,0.1224184301175634
tai-chi,-0.002415458937198064,-0.0024154589371980653,-0.01456913353718162,-0.004193839914925786,-0.0352721871493631,-0.005952697324378957,-0.00942720592934937,-0.012571256264428721,-0.012777029648347933,-0.006150927885079524,-0.009841773659245693,-0.003420107850697439,-0.005952697324378952,-0.0081097130843112,0.07099768284694442,-0.012740805173617562,-0.012443356113157349,-0.006890450518498297,-0.010216595405596223,0.7705265055159373,-0.0083235768316466,-0.008086734876363242,0.5152007288283288,-0.0024154589371980645,-0.011628264308808724,-0.014059189626358425,-0.008347570582619389,0.028957658404249437,-0.00942720592934937,-0.019535247405563477,-0.014137934396655429,-0.0056665692950268005,-0.014428411530000696,-0.005427413408548628,-0.003420107850697437,-0.006919667908561201,0.1796071872473341,-0.0034201078506974378,-0.007982600926502834,-0.004949500494393002,-0.013204248237545589,-0.0041938399149257875,-0.017192765644028257,-0.0024154589371980636,-0.005666569295026799,-0.01631293635226881,-0.0074442757504541044,-0.009258310527493482,-0.011704180161116441,-0.012310405325838557,-0.02821592812430026,1.0,-0.002415458937198066,-0.006492330140181977,-0.005666569295026799,-0.007699449459842904,-0.008480821634661932,-0.013427146557776617,-0.00933146081851281,-0.006437522617585717,-0.005952697324378953,-0.002415458937198064,-0.006919667908561206,-0.0034201078506974395,-0.004848516904900934,-0.01612297679311538,-0.008838091206705602,-0.00842319206740427,-0.005607688476816994,-0.014531082033707367,-0.00542741340854863,-0.007722756076187958,-0.005145759749941697,-0.005145759749941696
team/susan-d-reed-md-mph,-0.002415458937198064,-0.002415458937198064,-0.014569133537181624,-0.004193839914925787,-0.0352721871493631,-0.005952697324378957,-0.009427205929349368,-0.012571256264428727,-0.01277702964834793,-0.006150927885079526,-0.00984177365924569,-0.0034201078506974386,-0.005952697324378953,-0.008109713084311201,0.015509851620048082,-0.012740805173617564,-0.012443356113157349,-0.006890450518498297,-0.01021659540559622,-0.006081872842566596,-0.008323576831646601,-0.008086734876363244,-0.006919667908561211,-0.002415458937198065,-0.011628264308808724,-0.014059189626358421,-0.00834757058261939,0.028957658404249464,-0.009427205929349368,-0.019535247405563477,-0.014137934396655427,-0.005666569295026801,-0.014428411530000705,-0.005427413408548628,-0.0034201078506974373,-0.006919667908561203,0.17960718724733413,-0.0034201078506974386,-0.007982600926502836,-0.004949500494393003,-0.013204248237545593,-0.00419383991492579,-0.017192765644028263,-0.002415458937198064,-0.005666569295026799,-0.016312936352268815,-0.007444275750454106,-0.009258310527493485,-0.011704180161116445,-0.012310405325838557,-0.02821592812430026,-0.002415458937198066,1.0,-0.006492330140181977,-0.0056665692950268005,-0.007699449459842909,-0.008480821634661934,-0.013427146557776623,-0.009331460818512811,-0.006437522617585718,-0.005952697324378953,-0.0024154589371980645,-0.006919667908561205,-0.0034201078506974378,-0.004848516904900935,-0.01612297679311538,-0.0088380912067056,-0.008423192067404267,-0.005607688476816995,-0.014531082033707371,-0.00542741340854863,-0.007722756076187961,-0.005145759749941698,-0.005145759749941697
test/anxiety-assessment,0.2384455796939564,-0.006492330140181978,0.05771762237791651,0.27224327927262226,0.05422584740651213,0.08460503882575623,0.027770165924122785,0.0980843955882492,0.1561937137352745,0.06143369720775821,0.22304656694072011,-0.009192650282646986,-0.015999806769340718,0.05296248897669868,0.1365960287294119,0.1964642998248038,0.0674992203613894,-0.018520322946401147,0.027066248587908064,-0.016347007914923436,0.024519153546586767,0.021423729504670554,0.045190604343151676,-0.006492330140181981,0.1295392561126012,-0.0002712103121835188,0.030468162983249385,-0.0011740012345907908,0.08087900859007197,0.07588810484604218,0.06690073046654876,0.3952081570436209,0.6088218799090973,-0.01458793569739692,-0.009192650282646988,0.045190604343151614,0.01813681031962328,-0.009192650282646984,0.029136044272009897,-0.013303389572777657,-0.03549070426777969,0.1304854864267776,-0.02468743270043538,0.23844557969395644,-0.015230744790970361,0.07960158298325458,0.04861668572907569,0.09246934059837071,0.002451333839471707,0.056078072281799465,0.19632500843414283,-0.006492330140181977,-0.006492330140181977,1.0,0.4772959374105391,0.21953822722160915,-0.022794961679660393,0.012107363812780948,0.07452395380929981,-0.01730293215695757,-0.015999806769340704,-0.006492330140181981,-0.01859885416843997,-0.009192650282646988,-0.013031963388864264,0.18555573765121328,-0.02375523965211044,-0.0226400635066007,0.3403298257303962,0.039881255777640734,-0.014587935697396926,0.2924908387658117,0.7688723069433282,0.4210042149493448
test/depression-assessment,0.33028003891013386,-0.0056665692950268,0.16512986355226156,-0.009838579378932996,0.0844934159817675,0.1240206168712979,0.050726025624721165,0.030799172464216238,0.07455816269584474,0.09250551003282821,0.148013163052131,-0.008023435146831084,-0.013964787958698408,0.18605026186458348,0.09217357891568659,0.28654189494076004,0.0400342105051217,-0.01616471914952793,0.12560527456532827,-0.014267828517061354,-0.019526775708188147,0.15861596451007312,-0.0162332619688082,-0.005666569295026799,0.2667716597606616,0.06993237876245025,0.12554142866044266,-0.004308402580815891,0.19640976703828025,0.2309025015730136,0.0627515474679387,0.5496473141616934,0.393815475335911,-0.012732493067331563,-0.008023435146831083,-0.016233261968808196,-0.024722137965819086,-0.008023435146831084,0.189442253191481,0.12606585376533036,0.06829211605500711,-0.009838579378932996,-0.010812517353684693,-0.0056665692950268005,-0.013293543136190997,0.06332009611139472,0.076660027746421,0.13923829922727413,0.01905216703233631,0.0934170361285003,0.20180923763138753,-0.005666569295026799,-0.0056665692950268005,0.4772959374105391,1.0,0.22905756213117112,-0.01989566567723178,0.03460569433006991,0.04641599336164787,0.11280395286042993,-0.013964787958698412,0.3302800389101338,0.07125769539554754,-0.008023435146831081,-0.011374425206168236,0.14156928065263702,0.0738214620208659,0.13644133381724005,0.4742995541361986,0.03808961151059493,-0.012732493067331561,0.30411139231997575,0.5843299395096629,0.8228906132888172
test/insomnia-severity-index,0.23809066791206518,-0.007699449459842909,0.050773797640813446,-0.0133681670056042,0.15947613223320226,-0.018974651770302352,0.1298309711999806,0.13637161992337488,0.03575192021566171,0.13686863321557785,0.09381244097446743,0.1631083026967603,0.18293510424701734,0.04916979184048916,0.17188824320794965,0.05199258631239551,0.01098390308751417,0.06568023254089486,0.07686662451976138,0.07582494507552569,0.16168646814509696,-0.025777050280943004,0.04195445968704884,-0.007699449459842907,0.07050302884776817,0.0304812400213199,-0.026608482894726625,0.2508686192446373,0.1298309711999805,0.08497816061449917,0.095288981018294,0.31143094885945183,0.2669020819936848,-0.017300271428032695,-0.010901840283073963,0.1699772594673817,0.10627850640255403,0.16310830269676024,0.02532278352261644,-0.015776889567931246,0.06685316555144291,0.4133848566348377,0.0747883848089681,0.2380906679120651,0.0643107886746096,0.4682864433742437,0.04513519593697426,0.02936964974592422,0.030748283949260907,0.020410707713190798,0.2321911053037129,-0.007699449459842904,-0.007699449459842909,0.21953822722160915,0.22905756213117112,1.0,0.04488209377492014,0.017656091521018064,0.07020713520323955,-0.02052006733684851,0.08198022623835752,-0.007699449459842907,-0.02205694020311759,-0.010901840283073965,-0.015454997097894182,0.14548214942976637,0.041007840081548314,0.08743309082451571,0.33876394210166716,0.1385112402276887,0.09315530768940672,0.9183975527876319,0.24540633674085469,0.24540633674085457
treatment-template-shorter-table-of-contents-2,-0.008480821634661934,-0.008480821634661935,-0.0511531042807692,-0.014724824229083935,-0.04272731964618833,-0.020900278400819563,0.03049443490034838,0.008497917466529106,0.0007696726422536758,-0.021596277824345537,0.04013426166031614,-0.012008204406371806,-0.020900278400819563,0.1505654239705583,0.005750743708949465,0.010517752795804348,-0.04368937186515883,-0.024192786277557048,-0.03587108106622446,-0.021353821415955713,0.02692449637070918,-0.028393012622599967,-0.02429537029169109,-0.008480821634661935,0.15171141034919466,-0.0044383093900555335,0.09739077469349659,-0.00870063769439828,0.15768227895707793,0.019264314884047774,0.36906497435985136,-0.019895665677231795,-0.050659020848178346,-0.019055974972966048,0.19563366345380737,-0.024295370291691085,-0.037000172697018746,-0.012008204406371806,-0.028027392060280088,-0.01737799398167793,-0.003028077447553643,-0.01472482422908392,-0.008818730956858612,-0.008480821634661937,0.17669245946684414,0.12010799957731474,-0.026137299983279946,0.10801634148538206,-0.041094080631120265,-0.04322257365299528,0.0764151180451441,-0.008480821634661932,-0.008480821634661934,-0.022794961679660393,-0.01989566567723178,0.04488209377492014,1.0,0.24141932006216113,0.08650666145202186,-0.022602529170782443,0.09956660404834865,-0.008480821634661934,0.052087801458701274,0.19563366345380734,-0.01702343452412671,0.0608543970335015,-0.031031069897586958,-0.029574334060516114,-0.01968893158241849,-0.019511923084665483,0.11274785192338253,0.06665785868353183,-0.018067072034228384,-0.01806707203422838
treatments,0.03588494035795166,0.4303816356837775,-0.002972555945239751,0.06230521782021442,-0.016050174178695815,0.08843544602007083,0.01174846042965734,-0.03448230814092304,-0.017321926972035526,-0.034192015814221016,0.17132821186343467,0.08572147133149118,0.14919821108353035,0.1505829413725555,0.0507316061362007,0.2171505706078172,0.13405631342006866,0.11995079414966674,0.15178147355153346,0.24317012431371776,0.0009326677743472323,-0.01888564268060679,0.07711630847029118,-0.013427146557776616,0.0864288741686495,-0.025280436285253085,0.5500579485303002,0.023118134583893047,0.0865933673335051,-0.019967497547694477,0.012925956904552902,0.0015530748893817388,0.059831017011672864,0.2579144392138897,0.33009916928829425,0.05143150267962436,0.28751319585320356,0.29518806958017973,0.026923820719077188,0.22509918074909618,0.06502622781982734,0.0052264862630643375,0.04309241366857268,0.03588494035795167,0.03460569433006985,0.08329091868004361,0.22112317669606243,0.23204999231200726,-0.04458080144261597,0.06919575287462336,-0.027591398854409567,-0.013427146557776617,-0.013427146557776623,0.012107363812780948,0.03460569433006991,0.017656091521018064,0.24141932006216113,1.0,0.0383664981103004,0.32093533748758424,0.14919821108353024,-0.013427146557776617,0.1670131287376248,-0.019011827792852817,0.5669486464877384,0.04203651706616977,0.11742257045499663,0.10220986051509123,0.026068816482150602,0.11522825815078028,0.1914333881121732,0.035901265150312174,0.023921419161752246,0.04143004165227636
vagina-pain-dryness-not-during-sex,-0.009331460818512811,-0.009331460818512811,0.0041763675937173134,-0.016201746277931483,-0.057347312958878495,-0.02299660780462004,0.05196688533438266,0.13432660105652275,0.14089911953509168,0.0411152347098952,-0.03802098386837197,0.13108335036819518,0.0607191135893915,0.0308799367204735,0.07120025175408834,-0.010824829938308293,-0.006072187158136681,0.046058496476961,0.09664986149986975,-0.023495641867305152,0.045883198693629855,0.256071323564223,0.026348516269513594,-0.009331460818512816,-0.00032241099626536054,0.07056281652591583,-0.032248541518093955,0.02421164460134868,-0.03641941554171892,0.01610889118188442,0.20725399568176428,0.04641599336164786,0.16380596271410244,0.16222082846640432,-0.013212645395202696,0.13251001386027234,0.07527406719638904,0.13108335036819516,0.30595119211953153,-0.019121032952940212,0.1296680219529195,0.10175833627192045,0.07686365302727707,0.19448728863847753,-0.02189123091169917,0.08079302527040216,-0.028758910539852953,-0.035766934640233075,0.06765383371525331,-0.0228253903356919,0.27426029071805397,-0.00933146081851281,-0.009331460818512811,0.07452395380929981,0.04641599336164787,0.07020713520323955,0.08650666145202186,0.0383664981103004,1.0,-0.02486959689075655,0.0607191135893915,-0.009331460818512815,0.29175226024641054,-0.013212645395202697,-0.018730910647755752,0.2098077758525223,0.023223131721449873,0.06222692263158427,0.0966317763775425,0.03144506988824404,0.0706267552506794,0.10049597519041409,-0.019879226572057384,0.05248813331744969
vaginal-dilators,-0.006437522617585718,0.3752156039964246,-0.038828698438992566,-0.011177146873043584,-0.009563291230595307,0.14089398445309861,0.1403796699600334,0.034989489939763904,0.08470201875081203,-0.016393049275046007,-0.02622964917882115,-0.009115046960387166,0.2976527071019885,0.21136294403249437,0.08358798874786258,0.037940585377180785,0.20276937768604358,-0.01836397645808986,0.1426942394601987,0.13163139714069969,-0.022183450642756113,0.11294667519737957,0.27974122912634564,-0.006437522617585719,0.05252351593918437,0.020988626994013163,0.22505625930638015,-0.0048945733504059605,0.057627449742116,0.11941677062119788,0.12577336589102184,-0.015102168552352645,0.11103830699278214,0.15704624779396628,-0.009115046960387167,-0.018441844728363535,0.1167037553936602,0.26108098793680357,0.21521642569815064,0.37783033029391466,0.02119618120854921,-0.011177146873043576,-0.04582103052460497,-0.006437522617585719,-0.015102168552352638,0.033464597815420244,0.0870898486877146,0.06675371772806835,0.021644270068721622,0.013502976176979733,0.03353833684614302,-0.006437522617585717,-0.006437522617585718,-0.01730293215695757,0.11280395286042993,-0.02052006733684851,-0.022602529170782443,0.32093533748758424,-0.02486959689075655,1.0,-0.015864738195791258,0.37521560399642473,0.27974122912634536,-0.009115046960387167,0.3701215396765023,-0.04296989949615485,0.08386508779476966,0.06627781881450656,-0.014945243260380072,0.08427136483999507,-0.014464785981023215,-0.02058218260097079,-0.013714141136813556,-0.013714141136813558
vaginal-estrogen,-0.005952697324378951,-0.005952697324378953,0.004806875350225299,-0.010335369091147307,0.049718675698749784,-0.01466992665036674,0.06604071334971416,-0.03098081378114973,-0.031487925143309774,0.11589897734542268,0.08059478938279929,0.2830595052758665,0.15444172779136092,-0.019985712294682587,0.15217701847301077,0.04616349569612696,0.05417591897369057,-0.016980941275205406,-0.025177948255954163,-0.014988268953623927,-0.02051276168349224,-0.019929084415456665,0.09017390665976656,-0.005952697324378952,0.15153415369837325,-0.03464770159530869,-0.020571892283900283,0.02709475206614579,0.3338605443607699,-0.01731067379950875,0.02393600689902623,0.12402061687129769,0.08539657490013801,-0.013375408200001493,0.28305950527586643,0.09017390665976648,0.0521291093687692,0.28305950527586643,-0.01967245497118629,-0.012197631636894041,-0.032540769765786313,-0.010335369091147325,0.10235091103529258,-0.005952697324378952,0.12402061687129765,0.12580586017345327,-0.018345797421450306,0.0758167798649699,-0.028843976958658663,0.01962336843231628,0.012578631258064072,-0.005952697324378953,-0.005952697324378953,-0.015999806769340704,-0.013964787958698412,0.08198022623835752,0.09956660404834865,0.14919821108353024,0.0607191135893915,-0.015864738195791258,1.0,-0.005952697324378953,0.09017390665976652,-0.008428570876700722,-0.01194876599330214,0.07019626187784779,0.09410396424054808,-0.02075825513330011,0.22514563771631263,-0.035810641120945806,0.17165107190001935,0.1126065264925948,-0.012681296222285218,-0.012681296222285242
vaginal-laser-therapy,-0.0024154589371980675,-0.002415458937198065,-0.014569133537181629,-0.004193839914925791,-0.0352721871493631,-0.005952697324378959,-0.009427205929349373,0.16732775579549966,0.2991328117672044,-0.00615092788507953,-0.009841773659245701,-0.0034201078506974378,-0.005952697324378952,0.2978476441874297,-0.039977979606848166,-0.01274080517361756,0.19411635536525468,-0.006890450518498302,0.21293535687453177,-0.0060818728425666,-0.008323576831646605,0.3451758939331889,-0.0069196679085612,-0.0024154589371980653,0.20772308515281057,0.13948196024045068,0.20816754140407087,-0.024932154321147468,0.20792226410842782,0.28072874049476365,0.2720690302185642,-0.005666569295026803,0.18189259781263167,-0.005427413408548632,-0.003420107850697439,-0.006919667908561198,-0.010538176802777261,-0.0034201078506974378,0.6131635336669988,0.40585904054022653,0.13489745496735764,-0.004193839914925785,-0.017192765644028257,-0.0024154589371980658,-0.005666569295026803,-0.016312936352268836,-0.007444275750454108,-0.009258310527493485,-0.011704180161116446,-0.01231040532583856,0.20026427034564348,-0.002415458937198064,-0.0024154589371980645,-0.006492330140181981,0.3302800389101338,-0.007699449459842907,-0.008480821634661934,-0.013427146557776617,-0.009331460818512815,0.37521560399642473,-0.005952697324378953,1.0,-0.006919667908561198,-0.003420107850697439,-0.004848516904900935,-0.016122976793115387,-0.008838091206705598,-0.00842319206740427,-0.005607688476816994,-0.014531082033707371,-0.00542741340854863,-0.007722756076187956,-0.005145759749941702,-0.005145759749941697
vaginal-lubricants-and-moisturizers,-0.006919667908561198,0.2541405304598839,-0.04173681623821024,-0.012014271501803385,-0.014405280273679459,0.09017390665976657,-0.02700651761540071,0.05768919646865881,0.004012617383856436,-0.01762082461382323,-0.02819414741622696,-0.009797728362851782,-0.017052945098981673,0.056448582776370555,0.13113628539676134,0.061858908766372005,0.018147569376872577,-0.019739366541949962,-0.029267915208223177,0.0837035020442931,0.07611100804564946,0.0688341751089878,0.04816513761467885,-0.006919667908561202,-0.03331198313115158,-0.04027595823704596,0.08886091352814852,0.012783308961758283,0.0862026218835012,0.022234638197007987,0.03403566366966519,-0.016233261968808182,0.035358471789832105,-0.015548141933306303,-0.009797728362851778,-0.019823066841415417,-0.03018916310848562,0.1750230566636703,-0.022868096247600635,-0.01417904449006607,0.0778841138670257,-0.01201427150180338,-0.02631240742744771,-0.006919667908561202,0.07125769539554745,0.005897028078419775,0.05181673032583342,0.03601658812934822,-0.03352946250075497,0.059769239820491614,0.030737427409852882,-0.006919667908561206,-0.006919667908561205,-0.01859885416843997,0.07125769539554754,-0.02205694020311759,0.052087801458701274,0.1670131287376248,0.29175226024641054,0.27974122912634536,0.09017390665976652,-0.006919667908561198,1.0,-0.009797728362851784,0.24812148798412587,0.058365060120529264,0.048158942165425496,0.09725232617876994,-0.016064583585614932,0.01446160878960198,-0.01554814193330631,-0.0221237076578221,-0.014741276723230735,0.077950084491023
vaginal-physical-therapy,-0.003420107850697439,-0.0034201078506974373,0.04954292643447353,-0.005938161314488875,0.028565744874541353,-0.008428570876700733,-0.01334821325777123,0.3642852169517373,-0.018091311235288208,-0.008709250414017404,-0.01393520992570423,-0.004842615012106539,-0.008428570876700726,-0.011482742662034395,0.021960781229595883,0.24933884935783676,-0.017618854651696263,-0.009756358740047539,-0.014465929275788728,-0.008611473677103512,0.12407573154389723,-0.011450207250983717,-0.009797728362851782,-0.0034201078506974386,0.1388277453036836,0.08879459630373075,-0.011819530957121188,0.04100186234632194,0.1405270229082027,0.2380590504209567,0.18260549831221748,-0.008023435146831088,-0.02042954354839544,-0.0076848084319289,-0.004842615012106536,-0.009797728362851778,-0.014921264303099499,-0.004842615012106539,-0.011302761424454844,-0.007008119756132416,-0.018696220566752044,-0.005938161314488875,0.0380181861241686,-0.0034201078506974386,-0.008023435146831086,-0.023097888698137437,-0.01054053353787026,-0.013109070094979955,-0.01657223720037481,-0.017430606354669573,0.020706636545901182,-0.0034201078506974395,-0.0034201078506974378,-0.009192650282646988,-0.008023435146831081,-0.010901840283073965,0.19563366345380734,-0.019011827792852817,-0.013212645395202697,-0.009115046960387167,-0.008428570876700722,-0.003420107850697439,-0.009797728362851784,1.0,-0.006865134602506054,0.07191109886874839,-0.012514071200190813,-0.011926605281511968,-0.007940064344904536,0.05566249933364856,-0.007684808431928903,-0.010934840695669412,-0.007286008073891504,-0.007286008073891503
